ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-ES-PV_2017-10-05.u0	ParlaMint-ES-PV_2017-10-05	u	Multilingual	-	-	-	27	263	317	14	
ParlaMint-ES-PV_2017-10-05.seg1.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Positive	mixed positive	3.666	1	3	4	0	
ParlaMint-ES-PV_2017-10-05.seg1.s2	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	3.228	1	1	2	0	
ParlaMint-ES-PV_2017-10-05.seg1.s3	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Positive	mixed positive	3.697	1	3	4	0	
ParlaMint-ES-PV_2017-10-05.seg2.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral negative	2.172	1	17	19	0	
ParlaMint-ES-PV_2017-10-05.seg3.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Negative	negative	0.284	1	22	25	2	
ParlaMint-ES-PV_2017-10-05.seg3.s2	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Positive	mixed positive	4.097	1	11	12	0	
ParlaMint-ES-PV_2017-10-05.seg4.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Negative	negative	0.491	1	15	18	1	
ParlaMint-ES-PV_2017-10-05.seg4.s2	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Negative	negative	0.181	1	20	21	0	
ParlaMint-ES-PV_2017-10-05.seg5.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Positive	mixed positive	4.225	1	22	24	1	
ParlaMint-ES-PV_2017-10-05.seg5.s2	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	2.583	1	60	66	1	
ParlaMint-ES-PV_2017-10-05.seg6.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	3.140	1	6	8	0	
ParlaMint-ES-PV_2017-10-05.seg7.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Negative	mixed negative	1.239	1	7	8	0	
ParlaMint-ES-PV_2017-10-05.seg8.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	3.350	1	3	4	1	
ParlaMint-ES-PV_2017-10-05.seg8.s2	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	2.847	1	16	19	3	
ParlaMint-ES-PV_2017-10-05.seg8.s3	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	2.574	1	8	10	0	
ParlaMint-ES-PV_2017-10-05.seg9.s1	ParlaMint-ES-PV_2017-10-05.u0	s	Euskara	Neutral	neutral postive	2.875	1	12	15	1	
