ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-ES-PV_2017-10-05.u0	ParlaMint-ES-PV-en_2017-10-05	u	English	-	-	-	27	336	391	11	
ParlaMint-ES-PV_2017-10-05.seg1.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Positive	mixed positive	3.666	1	3	5	0	
ParlaMint-ES-PV_2017-10-05.seg1.s2	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	3.228	1	1	2	0	
ParlaMint-ES-PV_2017-10-05.seg1.s3	ParlaMint-ES-PV_2017-10-05.u0	s	English	Positive	mixed positive	3.697	1	3	5	0	
ParlaMint-ES-PV_2017-10-05.seg2.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral negative	2.172	1	27	29	0	
ParlaMint-ES-PV_2017-10-05.seg3.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Negative	negative	0.284	1	31	34	2	
ParlaMint-ES-PV_2017-10-05.seg3.s2	ParlaMint-ES-PV_2017-10-05.u0	s	English	Positive	mixed positive	4.097	1	18	19	0	
ParlaMint-ES-PV_2017-10-05.seg4.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Negative	negative	0.491	1	18	22	1	
ParlaMint-ES-PV_2017-10-05.seg4.s2	ParlaMint-ES-PV_2017-10-05.u0	s	English	Negative	negative	0.181	1	46	49	0	
ParlaMint-ES-PV_2017-10-05.seg5.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Positive	mixed positive	4.225	1	19	21	1	
ParlaMint-ES-PV_2017-10-05.seg5.s2	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	2.583	1	53	58	1	
ParlaMint-ES-PV_2017-10-05.seg6.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	3.140	1	9	11	0	
ParlaMint-ES-PV_2017-10-05.seg7.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Negative	mixed negative	1.239	1	10	11	0	
ParlaMint-ES-PV_2017-10-05.seg8.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	3.350	1	5	6	0	
ParlaMint-ES-PV_2017-10-05.seg8.s2	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	2.847	1	25	28	2	
ParlaMint-ES-PV_2017-10-05.seg8.s3	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	2.574	1	11	13	0	
ParlaMint-ES-PV_2017-10-05.seg9.s1	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	2.875	1	16	18	0	
ParlaMint-ES-PV_2017-10-05.seg9.s2	ParlaMint-ES-PV_2017-10-05.u0	s	English	Negative	mixed negative	1.374	1	11	13	1	
ParlaMint-ES-PV_2017-10-05.seg9.s3	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	3.080	1	6	8	0	
ParlaMint-ES-PV_2017-10-05.seg9.s4	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral negative	1.739	1	0	1	0	
ParlaMint-ES-PV_2017-10-05.seg9.s5	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral negative	2.043	1	3	4	0	
ParlaMint-ES-PV_2017-10-05.seg9.s6	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral negative	1.739	1	0	1	0	
ParlaMint-ES-PV_2017-10-05.seg9.s7	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral positive	2.704	1	1	2	0	
ParlaMint-ES-PV_2017-10-05.seg9.s8	ParlaMint-ES-PV_2017-10-05.u0	s	English	Neutral	neutral negative	2.455	1	2	3	1	
