ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	ParlaMint-SI-en_2022-04-06-SDZ8-Izredna-99	u	English	-	-	-	9	191	222	20	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg1.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Positive	mixed positive	4.052	1	9	11	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg2.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral positive	3.223	1	12	13	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg3.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral negative	1.779	1	90	109	16	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg4.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Positive	positive	4.814	1	8	9	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg5.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral positive	3.219	1	6	7	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg5.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral positive	2.586	1	25	27	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg6.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral positive	2.962	1	19	20	2	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg6.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral positive	3.070	1	19	22	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg7.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	English	Neutral	neutral positive	3.427	1	3	4	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	ParlaMint-SI-en_2022-04-06-SDZ8-Izredna-99	u	English	-	-	-	27	660	719	5	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg8.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Positive	mixed positive	3.847	1	5	7	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg9.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Positive	mixed positive	4.267	1	53	58	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg9.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	3.299	1	24	27	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg9.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Positive	mixed positive	3.567	1	39	41	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Negative	negative	0.286	1	30	31	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Negative	mixed negative	0.634	1	32	35	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	2.708	1	42	44	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.4	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	2.721	1	43	46	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg11.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	3.138	1	22	24	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg11.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	3.054	1	26	28	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg11.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	2.751	1	17	18	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Positive	mixed positive	3.524	1	22	25	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	3.209	1	20	21	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Positive	mixed positive	3.584	1	17	19	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.4	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral positive	3.300	1	11	13	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.5	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	English	Neutral	neutral negative	1.756	1	71	76	1	
