ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99	u	Slovenian	Neutral	neutral negative	2.420	9	157	183	18	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg1.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Positive	mixed positive	4.052	1	9	11	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg2.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral positive	3.223	1	8	9	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg3.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral negative	1.779	1	87	103	15	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg4.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Positive	positive	4.814	1	4	5	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg5.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral positive	3.219	1	3	4	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg5.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral positive	2.586	1	18	20	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg6.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral positive	2.962	1	16	17	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg6.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral positive	3.070	1	11	12	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg7.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u1	s	Slovenian	Neutral	neutral positive	3.427	1	1	2	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99	u	Slovenian	Positive	mixed positive	3.880	27	556	616	5	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg8.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	3.847	1	7	9	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg9.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	4.267	1	42	47	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg9.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	3.299	1	16	17	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg9.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	3.567	1	33	35	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Negative	negative	0.286	1	33	35	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Negative	mixed negative	0.634	1	29	32	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	2.708	1	28	32	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg10.4	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	2.721	1	33	37	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg11.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	3.138	1	18	20	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg11.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	3.054	1	21	23	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg11.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	2.751	1	15	16	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	3.524	1	17	18	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	3.209	1	19	20	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	3.584	1	15	16	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.4	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	3.300	1	10	11	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.5	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral negative	1.756	1	63	70	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.6	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	3.647	1	23	24	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.7	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	4.332	1	27	30	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg12.8	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	3.322	1	20	22	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg13.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Negative	negative	0.443	1	4	5	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg13.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Negative	negative	0.355	1	6	7	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg13.3	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	3.747	1	16	17	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg14.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Neutral	neutral positive	2.980	1	11	13	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg14.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Negative	mixed negative	1.494	1	10	12	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg15.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Negative	mixed negative	1.111	1	15	18	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg15.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	positive	4.574	1	23	27	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg16.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u2	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99	u	Slovenian	Negative	mixed negative	0.960	7	213	256	7	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg955.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg956.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Positive	mixed positive	4.184	1	55	64	2	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg956.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Negative	negative	0.212	1	64	76	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg957.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Neutral	neutral negative	1.944	1	59	73	1	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg958.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Neutral	neutral negative	1.835	1	4	5	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg958.2	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Neutral	neutral positive	2.532	1	27	32	4	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg959.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u229	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u230	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99	u	Slovenian	Neutral	neutral positive	3.000	5	32	38	0	
ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.seg960.1	ParlaMint-SI_2022-04-06-SDZ8-Izredna-99.ana.u230	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
