Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
PL	MałgorzataOmilanowska	minister	2014-06-14	2015-11-16	17th government	-	Ministerstwo Kultury i Dziedzictwa Narodowego	Ministry of Culture and National Heritage	https://en.wikipedia.org/wiki/Ministry_of_Culture_and_National_Heritage_(Poland)	This speaker cannot be found in the PL corpus
PL	PiotrGliński	minister	2015-11-17	-	17/18/19th government	-	Ministerstwo Kultury i Dziedzictwa Narodowego	Ministry of Culture and National Heritage	-	-
PL	MateuszMorawiecki	minister	2015-11-16	2018-01-09	17/18th government	-	Ministerstwo Rozwoju	Ministry of Development	https://en.wikipedia.org/wiki/Ministry_of_Development_(Poland)	-
PL	JadwigaEmilewicz	minister	2019-11-15	-	19th government	-	Ministerstwo Rozwoju	Ministry of Development	-	-
PL	LenaKolarskaBobinska	minister	2013-11-27	2015-11-16	16/17th government	-	Ministerstwo Nauki i Szkolnictwa Wyższego	Ministry of Science and Higher Education	https://en.wikipedia.org/wiki/Ministry_of_Science_and_Higher_Education_(Poland)	This speaker cannot be found in the PL corpus
PL	JarosławGowin	minister	2015-11-17	2020-04-09	17/18/19th government	-	Ministerstwo Nauki i Szkolnictwa Wyższego	Ministry of Science and Higher Education	-	-
PL	WojciechMurdzek	minister	2020-04-16	2020-10-19	19th government	-	Ministerstwo Nauki i Szkolnictwa Wyższego	Ministry of Science and Higher Education	-	-
PL	PrzemysławCzarnek	minister	2020-10-20	-	19th government	-	Ministerstwo Nauki i Szkolnictwa Wyższego	Ministry of Science and Higher Education	-	-
PL	TomaszSiemoniak	minister	2011-02-08	2015-11-12	15/16/17th government	-	Ministerstwo Obrony Narodowej	Ministry of National Defence	https://en.wikipedia.org/wiki/Ministry_of_National_Defence_(Poland)	-
PL	AntoniMacierewicz	minister	2015-11-16	2018-01-09	17/18th government	-	Ministerstwo Obrony Narodowej	Ministry of National Defence	-	-
PL	MariuszBłaszczak	minister	2018-01-10	-	18/19th government	-	Ministerstwo Obrony Narodowej	Ministry of National Defence	-	-
PL	GrzegorzSchetyna	minister	2014-09-11	2015-11-16	16/17th government	-	Ministerstwo Spraw Zagranicznych	Ministry of Foreign Affairs	https://en.wikipedia.org/wiki/Ministry_of_Foreign_Affairs_(Poland)	-
PL	WitoldWaszczykowski	minister	2015-11-17	2018-01-09	17/18th government	-	Ministerstwo Spraw Zagranicznych	Ministry of Foreign Affairs	-	-
PL	JacekCzaputowicz	minister	2018-01-09	2020-08-20	18/19th government	-	Ministerstwo Spraw Zagranicznych	Ministry of Foreign Affairs	-	-
PL	ZbigniewRau	minister	2020-08-21	-	19th government	-	Ministerstwo Spraw Zagranicznych	Ministry of Foreign Affairs	-	-
PL	MariuszBłaszczak	minister	2015-11-16	2018-01-09	17/18th government	-	Ministerstwo Spraw Wewnętrznych i Administracji	Ministry of Interior and Administration	https://en.wikipedia.org/wiki/Ministry_of_Interior_and_Administration_(Poland)	-
PL	JoachimBrudziński	minister	2018-01-10	2019-06-04	18th government	-	Ministerstwo Spraw Wewnętrznych i Administracji	Ministry of Interior and Administration	-	-
PL	ElżbietaWitek	minister	2019-06-04	2019-08-09	18th government	-	Ministerstwo Spraw Wewnętrznych i Administracji	Ministry of Interior and Administration	-	-
PL	MariuszKamiński	minister	2019-08-14	-	18/19th government	-	Ministerstwo Spraw Wewnętrznych i Administracji	Ministry of Interior and Administration	-	-
PL	CezaryGrabarczyk	minister	2014-09-22	2015-04-30	16/17th government	-	Ministerstwo Sprawiedliwości	Ministry of Justice	https://en.wikipedia.org/wiki/Ministry_of_Justice_(Poland)	-
PL	EwaKopacz	minister	2015-05-01	2015-05-04	17th government	-	Ministerstwo Sprawiedliwości	Ministry of Justice	-	-
PL	BorysBudka	minister	2015-05-05	2015-11-16	17th government	-	Ministerstwo Sprawiedliwości	Ministry of Justice	-	-
PL	ZbigniewZiobro	minister	2015-11-17	-	17/18/19th government	-	Ministerstwo Sprawiedliwości	Ministry of Justice	-	-
PL	MateuszSzczurek	minister	2013-11-27	2015-11-16	16/17th government	-	Ministerstwo Finansów	Ministry of Finance	https://en.wikipedia.org/wiki/Ministry_of_Finance_(Poland)	This speaker cannot be found in the PL corpus
PL	PawełSzałamacha	minister	2015-11-17	2016-09-28	17th government	-	Ministerstwo Finansów	Ministry of Finance	-	-
