ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-FR_2019-01-16-O1119.u1	ParlaMint-FR-en_2019-01-16-O1119	u	English	-	-	-	1	9	10	0	
ParlaMint-FR_2019-01-16-O1119.s1	ParlaMint-FR_2019-01-16-O1119.u1	s	English	Neutral	neutral positive	2.558	1	9	10	0	
ParlaMint-FR_2019-01-16-O1119.u2	ParlaMint-FR-en_2019-01-16-O1119	u	English	-	-	-	1	6	7	1	
ParlaMint-FR_2019-01-16-O1119.s2	ParlaMint-FR_2019-01-16-O1119.u2	s	English	Neutral	neutral positive	3.175	1	6	7	1	
ParlaMint-FR_2019-01-16-O1119.u416	ParlaMint-FR-en_2019-01-16-O1119	u	English	-	-	-	1	8	9	0	
ParlaMint-FR_2019-01-16-O1119.s1743	ParlaMint-FR_2019-01-16-O1119.u416	s	English	Neutral	neutral negative	1.977	1	8	9	0	
ParlaMint-FR_2019-01-16-O1119.u417	ParlaMint-FR-en_2019-01-16-O1119	u	English	-	-	-	3	37	47	0	
ParlaMint-FR_2019-01-16-O1119.s1744	ParlaMint-FR_2019-01-16-O1119.u417	s	English	Neutral	neutral negative	1.843	1	7	11	0	
ParlaMint-FR_2019-01-16-O1119.s1745	ParlaMint-FR_2019-01-16-O1119.u417	s	English	Neutral	neutral negative	2.281	1	26	31	0	
ParlaMint-FR_2019-01-16-O1119.s1746	ParlaMint-FR_2019-01-16-O1119.u417	s	English	Neutral	neutral positive	2.851	1	4	5	0	
