Country	orgType	orgID	Abb-xx	Abb-en	Full-xx	Full-en	From	To	Comment
BE	parliamentaryGroup	BANAAN	BANAAN	-	Beter Alternatieven Nastreven Als Apathisch Nietsdoen	-	1995-01-01	-	-
BE	parliamentaryGroup	CVP	CVP	-	Christelijke Volkspartij	-	-	-	-
BE	parliamentaryGroup	CSP	CSP	-	Christlich Soziale Partei	-	1971-01-01	-	-
BE	parliamentaryGroup	CPB	CPB	-	Communistische Partij van België	-	2018-01-01	-	-
BE	parliamentaryGroup	D95	D95	-	Democraten95	-	1995-01-01	-	-
BE	parliamentaryGroup	DN	DN	-	Démocratie Nationale	-	2012-01-01	-	-
BE	parliamentaryGroup	D-SA	D-SA	-	Democratisch-Solidair Appèl	-	2018-01-01	-	-
BE	parliamentaryGroup	EFP	EFP	-	Europese Federalistische Partij	-	2011-01-01	-	-
BE	parliamentaryGroup	HOERA	HOERA	-	HOERA	-	1995-01-01	-	-
BE	parliamentaryGroup	LSP-PSL	LSP-PSL	-	Linkse Socialistische Partij	-	2001-01-01	-	-
BE	parliamentaryGroup	PFF	PFF	-	Partei für Freiheit und Fortschritt	-	-	-	-
BE	parliamentaryGroup	PC	PC	-	Parti communiste Wallonie-Bruxelles	-	1989-01-01	-	-
BE	parliamentaryGroup	PRL	PRL	-	Parti réformateur libéral	-	1979-01-01	-	-
BE	parliamentaryGroup	PSC	PSC	-	Parti social chrétien	-	-	-	-
BE	parliamentaryGroup	PVV	PVV	-	Partij voor Vrijheid en Vooruitgang	-	-	-	-
BE	parliamentaryGroup	PPBE	PPBE	-	Piratenpartij in België	-	2009-01-01	-	-
BE	parliamentaryGroup	ProDG	ProDG	-	Pro Deutschsprachige Gemeinschaft	-	1971-01-01	-	-
BE	parliamentaryGroup	ROSSEM	ROSSEM	-	Radicale Omvormers en Sociale Strijders voor een Eerlijker Maatschappij	-	1993-01-01	-	-
BE	parliamentaryGroup	R.W.F.	R.W.F.	-	Rassemblement Wallonie-France	-	1999-01-01	-	-
BE	parliamentaryGroup	SoLiDe	SoLiDe	-	Sociaal Onafhankelijk Liberaal Integer Democratisch Evenwichtig	-	1996-01-01	-	-
BE	parliamentaryGroup	Spirit	Spirit	-	Sociaal Progressief Internationaal Regionalistisch Integraal-democratisch en Toekomstgericht	-	2001-01-01	-	-
BE	parliamentaryGroup	SLP	SLP	-	Sociaal-Liberale Partij	-	2009-01-01	-	-
BE	parliamentaryGroup	SP	SP	-	Socialistische Partij	-	1978-01-01	-	-
BE	parliamentaryGroup	SAP-GA	SAP-GA	-	Stroming voor een Antikapitalistisch Project	-	2017-01-01	-	-
BE	parliamentaryGroup	VSL	VSL	-	Vlaamse Sociaal-Liberalen	-	-	-	-
BE	parliamentaryGroup	Vl.Pro	Vl.Pro	-	VlaamsProgressieven	-	2008-01-01	-	-
BE	parliamentaryGroup	Volt	Volt	-	Volt Europa	-	2017-01-01	-	-
BE	parliamentaryGroup	WOW	WOW	-	Waardig Ouder Worden	-	1993-01-01	-	-
BE	parliamentaryGroup	Be.One	Be.One	-	Be.One	-	2018-01-01	-	-
BE	parliamentaryGroup	DeMilitant	De Militant	-	De Militant	-	1992-01-01	-	-
