ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	ParlaMint-BE-en_2020-06-17-55-commissie-ic210x	u	English	-	-	-	11	155	174	3	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s18	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Negative	negative	0.224	1	26	29	2	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s19	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Negative	mixed negative	0.787	1	12	13	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s20	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Negative	mixed negative	1.364	1	19	22	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s21	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Neutral	neutral positive	2.527	1	22	25	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s22	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Neutral	neutral positive	2.553	1	17	19	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s23	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Negative	mixed negative	0.792	1	9	10	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s24	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Neutral	neutral negative	2.030	1	14	15	1	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s25	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Negative	mixed negative	0.716	1	11	12	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s26	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Neutral	neutral positive	2.507	1	10	11	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s27	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Neutral	neutral negative	2.479	1	11	13	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s28	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u1	s	English	Neutral	neutral positive	2.681	1	4	5	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	ParlaMint-BE-en_2020-06-17-55-commissie-ic210x	u	English	-	-	-	8	103	116	3	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s30	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Neutral	neutral positive	2.719	1	15	17	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s31	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Positive	positive	4.899	1	27	31	1	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s32	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Negative	negative	0.284	1	12	13	1	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s33	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Neutral	neutral positive	3.142	1	7	8	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s34	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Neutral	neutral negative	2.294	1	8	9	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s35	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Neutral	neutral negative	1.980	1	9	10	1	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s36	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Neutral	neutral positive	2.810	1	5	6	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s37	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u2	s	English	Negative	mixed negative	1.047	1	20	22	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u89	ParlaMint-BE-en_2020-06-17-55-commissie-ic210x	u	English	-	-	-	1	10	12	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s1333	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u89	s	English	Neutral	neutral positive	3.469	1	10	12	0	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.u90	ParlaMint-BE-en_2020-06-17-55-commissie-ic210x	u	English	-	-	-	2	57	68	6	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s1337	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u90	s	English	Neutral	neutral negative	2.175	1	29	34	2	
ParlaMint-BE_2020-06-17-55-commissie-ic210x.s1338	ParlaMint-BE_2020-06-17-55-commissie-ic210x.u90	s	English	Neutral	neutral positive	2.592	1	28	34	4	
