ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-ES_2017-11-28-CD171128.u1	ParlaMint-ES_2017-11-28-CD171128	u	Spanish	-	-	-	5	173	189	9	
ParlaMint-ES_2017-11-28-CD171128.u1.p1.s1	ParlaMint-ES_2017-11-28-CD171128.u1	s	Spanish	Positive	mixed positive	3.670	1	4	5	0	
ParlaMint-ES_2017-11-28-CD171128.u1.p2.s1	ParlaMint-ES_2017-11-28-CD171128.u1	s	Spanish	Neutral	neutral postive	2.601	1	100	106	6	
ParlaMint-ES_2017-11-28-CD171128.u1.p2.s2	ParlaMint-ES_2017-11-28-CD171128.u1	s	Spanish	Neutral	neutral postive	2.924	1	5	7	1	
ParlaMint-ES_2017-11-28-CD171128.u1.p2.s3	ParlaMint-ES_2017-11-28-CD171128.u1	s	Spanish	Positive	mixed positive	3.976	1	14	16	0	
ParlaMint-ES_2017-11-28-CD171128.u1.p3.s1	ParlaMint-ES_2017-11-28-CD171128.u1	s	Spanish	Neutral	neutral negative	2.061	1	50	55	2	
ParlaMint-ES_2017-11-28-CD171128.u2	ParlaMint-ES_2017-11-28-CD171128	u	Spanish	-	-	-	2	60	68	2	
ParlaMint-ES_2017-11-28-CD171128.u2.p1.s1	ParlaMint-ES_2017-11-28-CD171128.u2	s	Spanish	Neutral	neutral postive	2.772	1	44	48	1	
ParlaMint-ES_2017-11-28-CD171128.u2.p1.s2	ParlaMint-ES_2017-11-28-CD171128.u2	s	Spanish	Neutral	neutral postive	3.060	1	16	20	1	
ParlaMint-ES_2017-11-28-CD171128.u157	ParlaMint-ES_2017-11-28-CD171128	u	Spanish	-	-	-	1	4	5	0	
ParlaMint-ES_2017-11-28-CD171128.u157.p1.s1	ParlaMint-ES_2017-11-28-CD171128.u157	s	Spanish	Positive	mixed positive	4.451	1	4	5	0	
ParlaMint-ES_2017-11-28-CD171128.u158	ParlaMint-ES_2017-11-28-CD171128	u	Spanish	-	-	-	3	23	26	0	
ParlaMint-ES_2017-11-28-CD171128.u158.p1.s1	ParlaMint-ES_2017-11-28-CD171128.u158	s	Spanish	Positive	positive	4.807	1	2	3	0	
ParlaMint-ES_2017-11-28-CD171128.u158.p2.s1	ParlaMint-ES_2017-11-28-CD171128.u158	s	Spanish	Neutral	neutral negative	2.163	1	12	13	0	
ParlaMint-ES_2017-11-28-CD171128.u158.p3.s1	ParlaMint-ES_2017-11-28-CD171128.u158	s	Spanish	Neutral	neutral negative	2.140	1	9	10	0	
