ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-BA_2013-10-07-0.u17114	ParlaMint-BA_2013-10-07-0	u	Bosnian	-	-	-	13	190	223	22	
ParlaMint-BA_2013-10-07-0.u17114.seg0.1	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Positive	mixed positive	3.910	1	14	16	1	
ParlaMint-BA_2013-10-07-0.u17114.seg0.2	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.310	1	27	32	3	
ParlaMint-BA_2013-10-07-0.u17114.seg0.3	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	2.842	1	25	27	2	
ParlaMint-BA_2013-10-07-0.u17114.seg0.4	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Positive	positive	4.960	1	7	8	0	
ParlaMint-BA_2013-10-07-0.u17114.seg0.5	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral negative	1.523	1	35	45	11	
ParlaMint-BA_2013-10-07-0.u17114.seg0.6	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.151	1	8	9	0	
ParlaMint-BA_2013-10-07-0.u17114.seg0.7	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Positive	mixed positive	3.728	1	9	10	0	
ParlaMint-BA_2013-10-07-0.u17114.seg0.8	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.339	1	13	14	0	
ParlaMint-BA_2013-10-07-0.u17114.seg0.9	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.223	1	7	7	0	
ParlaMint-BA_2013-10-07-0.u17114.seg0.10	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Neutral	neutral postive	3.291	1	28	35	4	
ParlaMint-BA_2013-10-07-0.u17114.seg0.11	ParlaMint-BA_2013-10-07-0.u17114	s	Bosnian	Positive	mixed positive	3.637	1	6	7	0	
