ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-FI_2022-01-25-ps-165.u1	ParlaMint-FI-en_2022-01-25-ps-165	u	English	-	-	-	4	51	60	3	
ParlaMint-FI_2022-01-25-ps-165.seg1.1	ParlaMint-FI_2022-01-25-ps-165.u1	s	English	Neutral	neutral positive	2.802	1	15	16	0	
ParlaMint-FI_2022-01-25-ps-165.seg1.2	ParlaMint-FI_2022-01-25-ps-165.u1	s	English	Neutral	neutral positive	2.799	1	17	19	2	
ParlaMint-FI_2022-01-25-ps-165.seg1.3	ParlaMint-FI_2022-01-25-ps-165.u1	s	English	Neutral	neutral positive	3.329	1	10	11	0	
ParlaMint-FI_2022-01-25-ps-165.seg1.4	ParlaMint-FI_2022-01-25-ps-165.u1	s	English	Neutral	neutral positive	3.089	1	9	14	1	
ParlaMint-FI_2022-01-25-ps-165.u2	ParlaMint-FI-en_2022-01-25-ps-165	u	English	-	-	-	15	403	438	7	
ParlaMint-FI_2022-01-25-ps-165.seg2.1	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Positive	mixed positive	4.390	1	4	6	0	
ParlaMint-FI_2022-01-25-ps-165.seg2.2	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral positive	2.592	1	72	76	2	
ParlaMint-FI_2022-01-25-ps-165.seg2.3	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral positive	3.031	1	8	9	0	
ParlaMint-FI_2022-01-25-ps-165.seg3.4	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral positive	2.829	1	28	29	1	
ParlaMint-FI_2022-01-25-ps-165.seg3.5	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral negative	2.215	1	35	38	1	
ParlaMint-FI_2022-01-25-ps-165.seg4.6	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Negative	negative	0.489	1	27	30	1	
ParlaMint-FI_2022-01-25-ps-165.seg4.7	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Negative	mixed negative	0.663	1	40	44	0	
ParlaMint-FI_2022-01-25-ps-165.seg4.8	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral negative	1.772	1	22	25	0	
ParlaMint-FI_2022-01-25-ps-165.seg4.9	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral positive	2.502	1	55	57	0	
ParlaMint-FI_2022-01-25-ps-165.seg5.10	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Positive	positive	4.851	1	23	24	1	
ParlaMint-FI_2022-01-25-ps-165.seg5.11	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Negative	negative	0.311	1	36	38	1	
ParlaMint-FI_2022-01-25-ps-165.seg5.12	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral negative	1.643	1	28	31	0	
ParlaMint-FI_2022-01-25-ps-165.seg5.13	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Neutral	neutral negative	1.905	1	18	22	0	
ParlaMint-FI_2022-01-25-ps-165.seg6.14	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Positive	mixed positive	4.021	1	2	3	0	
ParlaMint-FI_2022-01-25-ps-165.seg6.15	ParlaMint-FI_2022-01-25-ps-165.u2	s	English	Negative	mixed negative	1.176	1	5	6	0	
ParlaMint-FI_2022-01-25-ps-165.u102	ParlaMint-FI-en_2022-01-25-ps-165	u	English	-	-	-	2	16	18	0	
ParlaMint-FI_2022-01-25-ps-165.seg205.1	ParlaMint-FI_2022-01-25-ps-165.u102	s	English	Positive	mixed positive	4.021	1	2	3	0	
ParlaMint-FI_2022-01-25-ps-165.seg205.2	ParlaMint-FI_2022-01-25-ps-165.u102	s	English	Neutral	neutral positive	2.616	1	14	15	0	
ParlaMint-FI_2022-01-25-ps-165.u103	ParlaMint-FI-en_2022-01-25-ps-165	u	English	-	-	-	2	6	8	0	
ParlaMint-FI_2022-01-25-ps-165.seg206.1	ParlaMint-FI_2022-01-25-ps-165.u103	s	English	Positive	mixed positive	4.021	1	2	3	0	
ParlaMint-FI_2022-01-25-ps-165.seg206.2	ParlaMint-FI_2022-01-25-ps-165.u103	s	English	Neutral	neutral positive	3.467	1	4	5	0	
