Code	Char	Occurs	%	In docs	%	Unicode name
U+0079	y	     39577	 2.05	       6	100.00	LATIN SMALL LETTER Y
U+007A	z	     77004	 3.99	       6	100.00	LATIN SMALL LETTER Z
U+00A7	§	        81	 0.00	       6	100.00	SECTION SIGN
U+00C1	Á	       576	 0.03	       6	100.00	LATIN CAPITAL LETTER A WITH ACUTE
U+00C9	É	       533	 0.03	       6	100.00	LATIN CAPITAL LETTER E WITH ACUTE
U+00CD	Í	        75	 0.00	       6	100.00	LATIN CAPITAL LETTER I WITH ACUTE
U+00D3	Ó	        16	 0.00	       5	83.33	LATIN CAPITAL LETTER O WITH ACUTE
U+00D6	Ö	       295	 0.02	       6	100.00	LATIN CAPITAL LETTER O WITH DIAERESIS
U+00DA	Ú	       583	 0.03	       6	100.00	LATIN CAPITAL LETTER U WITH ACUTE
U+00DC	Ü	        46	 0.00	       5	83.33	LATIN CAPITAL LETTER U WITH DIAERESIS
U+00E0	à	         2	 0.00	       1	16.67	LATIN SMALL LETTER A WITH GRAVE
U+00E1	á	     58798	 3.05	       6	100.00	LATIN SMALL LETTER A WITH ACUTE
U+00E9	é	     56668	 2.94	       6	100.00	LATIN SMALL LETTER E WITH ACUTE
U+00ED	í	      8057	 0.42	       6	100.00	LATIN SMALL LETTER I WITH ACUTE
U+00F3	ó	     15745	 0.82	       6	100.00	LATIN SMALL LETTER O WITH ACUTE
U+00F6	ö	     22079	 1.15	       6	100.00	LATIN SMALL LETTER O WITH DIAERESIS
U+00FA	ú	      5194	 0.27	       6	100.00	LATIN SMALL LETTER U WITH ACUTE
U+00FC	ü	      8366	 0.43	       6	100.00	LATIN SMALL LETTER U WITH DIAERESIS
U+010D	č	         8	 0.00	       2	33.33	LATIN SMALL LETTER C WITH CARON
U+0150	Ő	        30	 0.00	       5	83.33	LATIN CAPITAL LETTER O WITH DOUBLE ACUTE
U+0151	ő	     14395	 0.75	       6	100.00	LATIN SMALL LETTER O WITH DOUBLE ACUTE
U+0161	š	         6	 0.00	       1	16.67	LATIN SMALL LETTER S WITH CARON
U+0163	ţ	         1	 0.00	       1	16.67	LATIN SMALL LETTER T WITH CEDILLA
U+0171	ű	      3103	 0.16	       6	100.00	LATIN SMALL LETTER U WITH DOUBLE ACUTE
U+017D	Ž	         1	 0.00	       1	16.67	LATIN CAPITAL LETTER Z WITH CARON
U+017E	ž	        10	 0.00	       1	16.67	LATIN SMALL LETTER Z WITH CARON
U+021B	ț	         1	 0.00	       1	16.67	LATIN SMALL LETTER T WITH COMMA BELOW
U+0411	Б	         1	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER BE
U+0413	Г	         1	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER GHE
U+0414	Д	         2	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER DE
U+0417	З	         1	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER ZE
U+041C	М	         1	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER EM
U+041D	Н	         1	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER EN
U+041F	П	         2	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER PE
U+0421	С	         1	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER ES
U+0423	У	         3	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER U
U+0428	Ш	         3	 0.00	       1	16.67	CYRILLIC CAPITAL LETTER SHA
U+0430	а	        30	 0.00	       2	33.33	CYRILLIC SMALL LETTER A
U+0431	б	         2	 0.00	       2	33.33	CYRILLIC SMALL LETTER BE
U+0432	в	        16	 0.00	       2	33.33	CYRILLIC SMALL LETTER VE
U+0433	г	         4	 0.00	       2	33.33	CYRILLIC SMALL LETTER GHE
U+0434	д	         9	 0.00	       2	33.33	CYRILLIC SMALL LETTER DE
U+0435	е	        19	 0.00	       2	33.33	CYRILLIC SMALL LETTER IE
U+0436	ж	         3	 0.00	       2	33.33	CYRILLIC SMALL LETTER ZHE
U+0437	з	         4	 0.00	       2	33.33	CYRILLIC SMALL LETTER ZE
U+0438	и	        22	 0.00	       2	33.33	CYRILLIC SMALL LETTER I
U+0439	й	         1	 0.00	       1	16.67	CYRILLIC SMALL LETTER SHORT I
U+043A	к	         3	 0.00	       2	33.33	CYRILLIC SMALL LETTER KA
U+043B	л	         6	 0.00	       2	33.33	CYRILLIC SMALL LETTER EL
U+043C	м	         9	 0.00	       2	33.33	CYRILLIC SMALL LETTER EM
U+043D	н	        23	 0.00	       2	33.33	CYRILLIC SMALL LETTER EN
U+043E	о	        23	 0.00	       2	33.33	CYRILLIC SMALL LETTER O
U+043F	п	         5	 0.00	       2	33.33	CYRILLIC SMALL LETTER PE
U+0440	р	         9	 0.00	       2	33.33	CYRILLIC SMALL LETTER ER
U+0441	с	         5	 0.00	       2	33.33	CYRILLIC SMALL LETTER ES
U+0442	т	        12	 0.00	       2	33.33	CYRILLIC SMALL LETTER TE
U+0443	у	         4	 0.00	       1	16.67	CYRILLIC SMALL LETTER U
U+0445	х	         1	 0.00	       1	16.67	CYRILLIC SMALL LETTER HA
U+0446	ц	         2	 0.00	       2	33.33	CYRILLIC SMALL LETTER TSE
U+0448	ш	         2	 0.00	       2	33.33	CYRILLIC SMALL LETTER SHA
U+044A	ъ	         1	 0.00	       1	16.67	CYRILLIC SMALL LETTER HARD SIGN
U+044C	ь	         1	 0.00	       1	16.67	CYRILLIC SMALL LETTER SOFT SIGN
U+044E	ю	         1	 0.00	       1	16.67	CYRILLIC SMALL LETTER YU
U+044F	я	         5	 0.00	       2	33.33	CYRILLIC SMALL LETTER YA
U+0456	і	         4	 0.00	       1	16.67	CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I
U+2013	–	         1	 0.00	       1	16.67	EN DASH
U+2019	’	        87	 0.00	       5	83.33	RIGHT SINGLE QUOTATION MARK
U+201D	”	       271	 0.01	       5	83.33	RIGHT DOUBLE QUOTATION MARK
U+201E	„	       274	 0.01	       5	83.33	DOUBLE LOW-9 QUOTATION MARK
U+2026	…	       101	 0.01	       5	83.33	HORIZONTAL ELLIPSIS
Σ	148	1928123	100.00	6	100.00	*
