Code	Char	Occurs	%	In docs	%	Unicode name
U+0072	r	      1001	 3.53	       3	100.00	LATIN SMALL LETTER R
U+0073	s	      1411	 4.97	       3	100.00	LATIN SMALL LETTER S
U+0074	t	      1931	 6.81	       3	100.00	LATIN SMALL LETTER T
U+0075	u	       196	 0.69	       3	100.00	LATIN SMALL LETTER U
U+0076	v	       407	 1.43	       3	100.00	LATIN SMALL LETTER V
U+0078	x	         1	 0.00	       1	33.33	LATIN SMALL LETTER X
U+0079	y	       595	 2.10	       3	100.00	LATIN SMALL LETTER Y
U+007A	z	      1053	 3.71	       3	100.00	LATIN SMALL LETTER Z
U+00C1	Á	        23	 0.08	       3	100.00	LATIN CAPITAL LETTER A WITH ACUTE
U+00C9	É	        10	 0.04	       3	100.00	LATIN CAPITAL LETTER E WITH ACUTE
U+00D3	Ó	         7	 0.02	       3	100.00	LATIN CAPITAL LETTER O WITH ACUTE
U+00D6	Ö	         4	 0.01	       2	66.67	LATIN CAPITAL LETTER O WITH DIAERESIS
U+00DA	Ú	        17	 0.06	       3	100.00	LATIN CAPITAL LETTER U WITH ACUTE
U+00DC	Ü	         1	 0.00	       1	33.33	LATIN CAPITAL LETTER U WITH DIAERESIS
U+00E1	á	       852	 3.00	       3	100.00	LATIN SMALL LETTER A WITH ACUTE
U+00E9	é	       797	 2.81	       3	100.00	LATIN SMALL LETTER E WITH ACUTE
U+00ED	í	       105	 0.37	       3	100.00	LATIN SMALL LETTER I WITH ACUTE
U+00F3	ó	       220	 0.78	       3	100.00	LATIN SMALL LETTER O WITH ACUTE
U+00F6	ö	       325	 1.15	       3	100.00	LATIN SMALL LETTER O WITH DIAERESIS
U+00FA	ú	        76	 0.27	       3	100.00	LATIN SMALL LETTER U WITH ACUTE
U+00FC	ü	        91	 0.32	       3	100.00	LATIN SMALL LETTER U WITH DIAERESIS
U+0150	Ő	         1	 0.00	       1	33.33	LATIN CAPITAL LETTER O WITH DOUBLE ACUTE
U+0151	ő	       186	 0.66	       3	100.00	LATIN SMALL LETTER O WITH DOUBLE ACUTE
U+0171	ű	        24	 0.08	       3	100.00	LATIN SMALL LETTER U WITH DOUBLE ACUTE
U+201D	”	         2	 0.01	       1	33.33	RIGHT DOUBLE QUOTATION MARK
U+201E	„	         2	 0.01	       1	33.33	DOUBLE LOW-9 QUOTATION MARK
U+2026	…	         1	 0.00	       1	33.33	HORIZONTAL ELLIPSIS
Σ	93	28364	100.00	3	100.00	*
