Code	Char	Occurs	%	In docs	%	Unicode name
U+00E4	ä	         4	 0.00	       4	18.18	LATIN SMALL LETTER A WITH DIAERESIS
U+00E7	ç	       118	 0.01	      10	45.45	LATIN SMALL LETTER C WITH CEDILLA
U+00E8	è	      1466	 0.11	      18	81.82	LATIN SMALL LETTER E WITH GRAVE
U+00E9	é	     13318	 0.97	      20	90.91	LATIN SMALL LETTER E WITH ACUTE
U+00EA	ê	       784	 0.06	       8	36.36	LATIN SMALL LETTER E WITH CIRCUMFLEX
U+00EB	ë	       464	 0.03	      22	100.00	LATIN SMALL LETTER E WITH DIAERESIS
U+00EE	î	       124	 0.01	      10	45.45	LATIN SMALL LETTER I WITH CIRCUMFLEX
U+00EF	ï	        64	 0.00	      18	81.82	LATIN SMALL LETTER I WITH DIAERESIS
U+00F3	ó	         8	 0.00	       4	18.18	LATIN SMALL LETTER O WITH ACUTE
U+00F4	ô	       222	 0.02	      10	45.45	LATIN SMALL LETTER O WITH CIRCUMFLEX
U+00F6	ö	        60	 0.00	      14	63.64	LATIN SMALL LETTER O WITH DIAERESIS
U+00F9	ù	        84	 0.01	       8	36.36	LATIN SMALL LETTER U WITH GRAVE
U+00FA	ú	         2	 0.00	       2	 9.09	LATIN SMALL LETTER U WITH ACUTE
U+00FB	û	       172	 0.01	       8	36.36	LATIN SMALL LETTER U WITH CIRCUMFLEX
U+00FC	ü	        44	 0.00	       6	27.27	LATIN SMALL LETTER U WITH DIAERESIS
U+0153	œ	        64	 0.00	       8	36.36	LATIN SMALL LIGATURE OE
U+2013	–	       288	 0.02	      16	72.73	EN DASH
U+2014	—	        48	 0.00	       8	36.36	EM DASH
U+2019	’	      1008	 0.07	      16	72.73	RIGHT SINGLE QUOTATION MARK
U+201C	“	        36	 0.00	      12	54.55	LEFT DOUBLE QUOTATION MARK
U+201D	”	        28	 0.00	      12	54.55	RIGHT DOUBLE QUOTATION MARK
U+2026	…	        48	 0.00	       8	36.36	HORIZONTAL ELLIPSIS
Σ	116	1377636	100.00	22	100.00	*
