ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-ES_2020-11-12-CD201112.u1	ParlaMint-ES-en_2020-11-12-CD201112	u	English	-	-	-	4	57	65	5	
ParlaMint-ES_2020-11-12-CD201112.u1.p1.s1	ParlaMint-ES_2020-11-12-CD201112.u1	s	English	Positive	positive	4.572	1	5	7	0	
ParlaMint-ES_2020-11-12-CD201112.u1.p1.s2	ParlaMint-ES_2020-11-12-CD201112.u1	s	English	Positive	mixed positive	3.846	1	4	5	0	
ParlaMint-ES_2020-11-12-CD201112.u1.p2.s1	ParlaMint-ES_2020-11-12-CD201112.u1	s	English	Neutral	neutral positive	2.876	1	23	24	1	
ParlaMint-ES_2020-11-12-CD201112.u1.p2.s2	ParlaMint-ES_2020-11-12-CD201112.u1	s	English	Neutral	neutral positive	2.844	1	25	29	4	
ParlaMint-ES_2020-11-12-CD201112.u2	ParlaMint-ES-en_2020-11-12-CD201112	u	English	-	-	-	3	30	35	0	
ParlaMint-ES_2020-11-12-CD201112.u2.p1.s1	ParlaMint-ES_2020-11-12-CD201112.u2	s	English	Positive	mixed positive	4.329	1	4	6	0	
ParlaMint-ES_2020-11-12-CD201112.u2.p2.s1	ParlaMint-ES_2020-11-12-CD201112.u2	s	English	Neutral	neutral positive	3.355	1	23	25	0	
ParlaMint-ES_2020-11-12-CD201112.u2.p2.s2	ParlaMint-ES_2020-11-12-CD201112.u2	s	English	Neutral	neutral positive	3.227	1	3	4	0	
ParlaMint-ES_2020-11-12-CD201112.u43	ParlaMint-ES-en_2020-11-12-CD201112	u	English	-	-	-	7	133	155	3	
ParlaMint-ES_2020-11-12-CD201112.u43.p1.s1	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Positive	mixed positive	4.066	1	5	7	0	
ParlaMint-ES_2020-11-12-CD201112.u43.p2.s1	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Positive	mixed positive	3.595	1	9	11	0	
ParlaMint-ES_2020-11-12-CD201112.u43.p2.s2	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Neutral	neutral negative	2.468	1	25	27	0	
ParlaMint-ES_2020-11-12-CD201112.u43.p2.s3	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Neutral	neutral negative	1.730	1	24	25	0	
ParlaMint-ES_2020-11-12-CD201112.u43.p3.s1	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Neutral	neutral positive	2.773	1	40	45	3	
ParlaMint-ES_2020-11-12-CD201112.u43.p4.s1	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Neutral	neutral positive	3.304	1	4	5	0	
ParlaMint-ES_2020-11-12-CD201112.u43.p5.s1	ParlaMint-ES_2020-11-12-CD201112.u43	s	English	Neutral	neutral positive	2.786	1	26	35	0	
ParlaMint-ES_2020-11-12-CD201112.u44	ParlaMint-ES-en_2020-11-12-CD201112	u	English	-	-	-	3	27	30	1	
ParlaMint-ES_2020-11-12-CD201112.u44.p1.s1	ParlaMint-ES_2020-11-12-CD201112.u44	s	English	Negative	mixed negative	1.205	1	15	16	1	
ParlaMint-ES_2020-11-12-CD201112.u44.p2.s1	ParlaMint-ES_2020-11-12-CD201112.u44	s	English	Neutral	neutral positive	2.817	1	3	4	0	
ParlaMint-ES_2020-11-12-CD201112.u44.p3.s1	ParlaMint-ES_2020-11-12-CD201112.u44	s	English	Neutral	neutral negative	2.242	1	9	10	0	
