ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-PL_2017-07-20-sejm-46-3.u1	ParlaMint-PL_2017-07-20-sejm-46-3	u	Polski	-	-	-	6	53	61	8	
seg240511.1	ParlaMint-PL_2017-07-20-sejm-46-3.u1	s	Polski	Pozytywny	pozytywny mieszany	4.049	1	2	3	0	
seg240512.1	ParlaMint-PL_2017-07-20-sejm-46-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.238	1	15	18	4	
seg240513.1	ParlaMint-PL_2017-07-20-sejm-46-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.013	1	12	13	2	
seg240514.1	ParlaMint-PL_2017-07-20-sejm-46-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.353	1	12	13	2	
seg240515.1	ParlaMint-PL_2017-07-20-sejm-46-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.328	1	6	7	0	
seg240516.1	ParlaMint-PL_2017-07-20-sejm-46-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.466	1	6	7	0	
ParlaMint-PL_2017-07-20-sejm-46-3.u2	ParlaMint-PL_2017-07-20-sejm-46-3	u	Polski	-	-	-	11	85	128	8	
seg240517.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	3.082	1	9	11	1	
seg240518.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.810	1	6	11	1	
seg240519.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.772	1	4	8	0	
seg240520.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.514	1	4	8	0	
seg240521.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.759	1	11	15	1	
seg240522.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.935	1	6	10	0	
seg240523.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.894	1	6	10	0	
seg240524.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.502	1	25	31	3	
seg240525.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.992	1	6	10	1	
seg240526.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.820	1	7	12	1	
seg240527.1	ParlaMint-PL_2017-07-20-sejm-46-3.u2	s	Polski	Pozytywny	pozytywny	4.600	1	1	2	0	
ParlaMint-PL_2017-07-20-sejm-46-3.u412	ParlaMint-PL_2017-07-20-sejm-46-3	u	Polski	-	-	-	37	408	498	21	
seg242957.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny mieszany	4.071	1	2	3	0	
seg242957.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny mieszany	4.444	1	2	3	1	
seg242957.3	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny	4.695	1	11	12	0	
seg242957.4	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny negatywny	1.574	1	15	17	1	
seg242958.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny	5.426	1	23	29	2	
seg242958.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny negatywny	2.359	1	10	11	0	
seg242959.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny mieszany	3.885	1	2	3	0	
seg242959.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.247	1	5	6	0	
seg242959.3	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	-0.012	1	6	6	1	
seg242959.4	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny negatywny	1.545	1	17	20	0	
seg242960.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.579	1	14	16	0	
seg242960.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny mieszany	4.271	1	9	12	1	
seg242961.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny negatywny	2.272	1	11	14	0	
seg242961.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.048	1	24	29	1	
seg242961.3	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.006	1	23	28	1	
seg242961.4	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.643	1	7	8	1	
seg242961.5	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny pozytywny	3.427	1	10	13	1	
seg242962.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny negatywny	1.888	1	17	20	1	
seg242962.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny	4.703	1	6	7	1	
seg242962.3	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.505	1	9	12	0	
seg242962.4	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny negatywny	1.915	1	18	20	3	
seg242962.5	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny pozytywny	2.954	1	7	10	0	
seg242962.6	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.680	1	11	15	1	
seg242962.7	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.501	1	5	6	0	
seg242963.1	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.598	1	8	10	0	
seg242963.2	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Neutralny	neutralny pozytywny	2.975	1	20	25	1	
seg242963.3	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.374	1	20	25	1	
seg242963.4	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny	4.812	1	5	6	0	
seg242963.5	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.020	1	24	28	2	
seg242963.6	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.204	1	3	5	0	
seg242963.7	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	1.067	1	13	17	1	
seg242963.8	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.104	1	10	12	0	
seg242963.9	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.096	1	9	10	0	
seg242963.10	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.045	1	15	17	0	
seg242963.11	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny mieszany	0.828	1	4	6	0	
seg242963.12	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Negatywny	negatywny	0.301	1	7	8	0	
seg242963.13	ParlaMint-PL_2017-07-20-sejm-46-3.u412	s	Polski	Pozytywny	pozytywny	4.721	1	6	9	0	
ParlaMint-PL_2017-07-20-sejm-46-3.u413	ParlaMint-PL_2017-07-20-sejm-46-3	u	Polski	-	-	-	7	65	80	4	
seg242964.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Pozytywny	pozytywny mieszany	4.100	1	2	3	0	
seg242965.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Neutralny	neutralny pozytywny	3.287	1	6	7	0	
seg242966.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Neutralny	neutralny pozytywny	3.040	1	15	17	1	
seg242967.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Neutralny	neutralny pozytywny	3.470	1	8	10	1	
seg242968.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Neutralny	neutralny pozytywny	3.353	1	10	11	1	
seg242969.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Neutralny	neutralny pozytywny	3.143	1	22	29	1	
seg242970.1	ParlaMint-PL_2017-07-20-sejm-46-3.u413	s	Polski	Pozytywny	pozytywny mieszany	3.540	1	2	3	0	
