ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20200421130023	ParlaMint-DK-en_2020-04-21-20191-M94	u	English	-	-	-	5	110	140	10	
ParlaMint-DK_20200421130023.seg1.1	ParlaMint-DK_20200421130023	s	English	Positive	mixed positive	3.826	1	4	5	0	
ParlaMint-DK_20200421130023.seg1.2	ParlaMint-DK_20200421130023	s	English	Neutral	neutral negative	2.226	1	26	34	5	
ParlaMint-DK_20200421130023.seg1.3	ParlaMint-DK_20200421130023	s	English	Neutral	neutral positive	2.514	1	32	39	3	
ParlaMint-DK_20200421130023.seg1.4	ParlaMint-DK_20200421130023	s	English	Neutral	neutral negative	2.323	1	36	47	2	
ParlaMint-DK_20200421130023.seg1.5	ParlaMint-DK_20200421130023	s	English	Neutral	neutral negative	2.460	1	12	15	0	
ParlaMint-DK_20200421130104	ParlaMint-DK-en_2020-04-21-20191-M94	u	English	-	-	-	2	41	46	1	
ParlaMint-DK_20200421130104.seg2.1	ParlaMint-DK_20200421130104	s	English	Neutral	neutral negative	2.374	1	37	41	1	
ParlaMint-DK_20200421130104.seg2.2	ParlaMint-DK_20200421130104	s	English	Positive	mixed positive	4.445	1	4	5	0	
ParlaMint-DK_20200421152214	ParlaMint-DK-en_2020-04-21-20191-M94	u	English	-	-	-	14	201	249	12	
ParlaMint-DK_20200421152214.seg166.1	ParlaMint-DK_20200421152214	s	English	Neutral	neutral positive	2.530	1	19	23	1	
ParlaMint-DK_20200421152214.seg166.2	ParlaMint-DK_20200421152214	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20200421152214.seg166.3	ParlaMint-DK_20200421152214	s	English	Neutral	neutral negative	1.546	1	28	33	3	
ParlaMint-DK_20200421152214.seg166.4	ParlaMint-DK_20200421152214	s	English	Negative	mixed negative	1.183	1	3	4	0	
ParlaMint-DK_20200421152214.seg166.5	ParlaMint-DK_20200421152214	s	English	Neutral	neutral negative	2.218	1	31	39	2	
ParlaMint-DK_20200421152214.seg166.6	ParlaMint-DK_20200421152214	s	English	Positive	mixed positive	4.119	1	3	4	0	
ParlaMint-DK_20200421152214.seg166.7	ParlaMint-DK_20200421152214	s	English	Neutral	neutral negative	1.556	1	26	31	3	
ParlaMint-DK_20200421152214.seg166.8	ParlaMint-DK_20200421152214	s	English	Neutral	neutral negative	1.669	1	4	5	0	
ParlaMint-DK_20200421152214.seg166.9	ParlaMint-DK_20200421152214	s	English	Negative	mixed negative	1.211	1	30	40	3	
ParlaMint-DK_20200421152214.seg166.10	ParlaMint-DK_20200421152214	s	English	Neutral	neutral negative	1.669	1	4	5	0	
ParlaMint-DK_20200421152214.seg166.11	ParlaMint-DK_20200421152214	s	English	Neutral	neutral positive	2.530	1	20	26	0	
ParlaMint-DK_20200421152214.seg166.12	ParlaMint-DK_20200421152214	s	English	Positive	mixed positive	4.119	1	3	4	0	
ParlaMint-DK_20200421152214.seg166.13	ParlaMint-DK_20200421152214	s	English	Neutral	neutral negative	2.489	1	24	27	0	
ParlaMint-DK_20200421152214.seg166.14	ParlaMint-DK_20200421152214	s	English	Positive	mixed positive	4.075	1	3	4	0	
ParlaMint-DK_20200421152411	ParlaMint-DK-en_2020-04-21-20191-M94	u	English	-	-	-	2	31	34	0	
ParlaMint-DK_20200421152411.seg167.1	ParlaMint-DK_20200421152411	s	English	Neutral	neutral negative	2.339	1	10	11	0	
ParlaMint-DK_20200421152411.seg167.2	ParlaMint-DK_20200421152411	s	English	Neutral	neutral positive	2.507	1	21	23	0	
