ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-NL_2019-05-16-tweedekamer-11.u1	ParlaMint-NL-en_2019-05-16-tweedekamer-11	u	English	-	-	-	5	69	77	5	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	English	Positive	mixed positive	3.928	1	5	7	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s2	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	English	Negative	mixed negative	1.262	1	15	16	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s3	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	English	Positive	mixed positive	3.568	1	27	29	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s4	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	English	Neutral	neutral positive	2.881	1	7	9	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s5	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	English	Neutral	neutral positive	3.133	1	15	16	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.u2	ParlaMint-NL-en_2019-05-16-tweedekamer-11	u	English	-	-	-	13	181	203	11	
ParlaMint-NL_2019-05-16-tweedekamer-11.s6	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Positive	mixed positive	3.838	1	2	3	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s7	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Neutral	neutral positive	3.249	1	14	15	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s8	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	negative	0.236	1	13	15	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s9	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	mixed negative	0.622	1	22	24	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s10	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Neutral	neutral positive	2.772	1	11	13	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s11	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Positive	mixed positive	3.737	1	6	8	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s12	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	negative	-0.002	1	14	15	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s13	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	mixed negative	0.678	1	16	17	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s14	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Neutral	neutral positive	3.181	1	3	4	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s15	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	mixed negative	0.881	1	20	22	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s16	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	negative	0.027	1	14	16	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s17	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	negative	0.174	1	16	18	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s18	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	English	Negative	negative	0.429	1	30	33	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.u273	ParlaMint-NL-en_2019-05-16-tweedekamer-11	u	English	-	-	-	1	9	10	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1886	ParlaMint-NL_2019-05-16-tweedekamer-11.u273	s	English	Neutral	neutral positive	3.208	1	9	10	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.u274	ParlaMint-NL-en_2019-05-16-tweedekamer-11	u	English	-	-	-	2	23	26	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1888	ParlaMint-NL_2019-05-16-tweedekamer-11.u274	s	English	Neutral	neutral positive	3.062	1	17	19	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1889	ParlaMint-NL_2019-05-16-tweedekamer-11.u274	s	English	Positive	positive	4.586	1	6	7	0	
