ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-NL_2019-05-16-tweedekamer-11.u1	ParlaMint-NL_2019-05-16-tweedekamer-11	u	Nederlands	-	-	-	5	61	68	6	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	Nederlands	Positief	gemend-positief	3.928	1	4	6	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s2	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	Nederlands	Negatief	gemengd negatief	1.262	1	13	14	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s3	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	Nederlands	Positief	gemend-positief	3.568	1	23	25	3	
ParlaMint-NL_2019-05-16-tweedekamer-11.s4	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	Nederlands	Neutraal	neutraal-positief	2.881	1	8	9	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s5	ParlaMint-NL_2019-05-16-tweedekamer-11.u1	s	Nederlands	Neutraal	neutraal-positief	3.133	1	13	14	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.u2	ParlaMint-NL_2019-05-16-tweedekamer-11	u	Nederlands	-	-	-	13	183	205	11	
ParlaMint-NL_2019-05-16-tweedekamer-11.s6	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Positief	gemend-positief	3.838	1	1	2	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s7	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Neutraal	neutraal-positief	3.249	1	14	15	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s8	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	negatief	0.236	1	13	14	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s9	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	gemengd negatief	0.622	1	20	22	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s10	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Neutraal	neutraal-positief	2.772	1	13	15	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s11	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Positief	gemend-positief	3.737	1	7	9	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s12	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	negatief	-0.002	1	18	19	1	
ParlaMint-NL_2019-05-16-tweedekamer-11.s13	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	gemengd negatief	0.678	1	15	17	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s14	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Neutraal	neutraal-positief	3.181	1	3	4	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s15	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	gemengd negatief	0.881	1	19	21	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s16	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	negatief	0.027	1	13	15	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s17	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	negatief	0.174	1	14	16	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.s18	ParlaMint-NL_2019-05-16-tweedekamer-11.u2	s	Nederlands	Negatief	negatief	0.429	1	33	36	2	
ParlaMint-NL_2019-05-16-tweedekamer-11.u273	ParlaMint-NL_2019-05-16-tweedekamer-11	u	Nederlands	-	-	-	1	10	11	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1886	ParlaMint-NL_2019-05-16-tweedekamer-11.u273	s	Nederlands	Neutraal	neutraal-positief	3.208	1	10	11	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.u274	ParlaMint-NL_2019-05-16-tweedekamer-11	u	Nederlands	-	-	-	2	21	24	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1888	ParlaMint-NL_2019-05-16-tweedekamer-11.u274	s	Nederlands	Neutraal	neutraal-positief	3.062	1	14	16	0	
ParlaMint-NL_2019-05-16-tweedekamer-11.s1889	ParlaMint-NL_2019-05-16-tweedekamer-11.u274	s	Nederlands	Positief	positief	4.586	1	7	8	0	
