ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-LV_2022-10-13-PT13-2412-U1	ParlaMint-LV-en_2022-10-13-PT13-2412	u	English	-	-	-	15	218	257	19	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.1	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Positive	mixed positive	3.849	1	4	6	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.2	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	3.432	1	31	32	3	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.3	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	2.894	1	11	13	1	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.4	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	3.121	1	27	30	3	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.5	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.6	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.7	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.8	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	2.932	1	31	38	2	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.9	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.10	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Negative	mixed negative	1.359	1	4	5	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.11	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	3.492	1	7	8	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.12	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	3.480	1	9	10	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.13	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	2.880	1	11	13	1	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.14	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	2.532	1	47	60	8	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.15	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	English	Neutral	neutral positive	3.197	1	7	9	1	
ParlaMint-LV_2022-10-13-PT13-2412-U2	ParlaMint-LV-en_2022-10-13-PT13-2412	u	English	-	-	-	10	177	199	7	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.1	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	mixed positive	4.285	1	6	7	1	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.2	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	mixed positive	3.897	1	2	3	0	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.3	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	positive	4.890	1	52	59	1	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.4	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	positive	4.974	1	8	9	0	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.5	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Neutral	neutral positive	3.072	1	26	27	0	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.6	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	mixed positive	4.239	1	36	42	2	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.7	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Neutral	neutral positive	3.149	1	20	22	1	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.8	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	mixed positive	3.532	1	19	20	2	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.9	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Neutral	neutral positive	2.928	1	6	7	0	
ParlaMint-LV_2022-10-13-PT13-2412-U2-P1.10	ParlaMint-LV_2022-10-13-PT13-2412-U2	s	English	Positive	positive	4.555	1	2	3	0	
ParlaMint-LV_2022-10-13-PT13-2412-U395	ParlaMint-LV-en_2022-10-13-PT13-2412	u	English	-	-	-	5	44	70	17	
ParlaMint-LV_2022-10-13-PT13-2412-U395-P1.1	ParlaMint-LV_2022-10-13-PT13-2412-U395	s	English	Neutral	neutral positive	3.069	1	1	2	0	
ParlaMint-LV_2022-10-13-PT13-2412-U395-P1.2	ParlaMint-LV_2022-10-13-PT13-2412-U395	s	English	Neutral	neutral negative	1.542	1	28	41	13	
ParlaMint-LV_2022-10-13-PT13-2412-U395-P1.3	ParlaMint-LV_2022-10-13-PT13-2412-U395	s	English	Positive	positive	4.555	1	2	3	0	
ParlaMint-LV_2022-10-13-PT13-2412-U395-P1.4	ParlaMint-LV_2022-10-13-PT13-2412-U395	s	English	Neutral	neutral positive	3.007	1	11	20	3	
ParlaMint-LV_2022-10-13-PT13-2412-U395-P1.5	ParlaMint-LV_2022-10-13-PT13-2412-U395	s	English	Neutral	neutral positive	3.127	1	2	4	1	
ParlaMint-LV_2022-10-13-PT13-2412-U396	ParlaMint-LV-en_2022-10-13-PT13-2412	u	English	-	-	-	2	7	9	0	
ParlaMint-LV_2022-10-13-PT13-2412-U396-P1.1	ParlaMint-LV_2022-10-13-PT13-2412-U396	s	English	Positive	positive	4.555	1	2	3	0	
ParlaMint-LV_2022-10-13-PT13-2412-U396-P1.2	ParlaMint-LV_2022-10-13-PT13-2412-U396	s	English	Neutral	neutral positive	3.084	1	5	6	0	
