ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-LV_2022-10-13-PT13-2412-U1	ParlaMint-LV_2022-10-13-PT13-2412	u	latvian	-	-	-	15	147	189	12	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.1	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Positive	mixed positive	3.849	1	3	5	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.2	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	3.432	1	17	19	2	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.3	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	2.894	1	8	10	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.4	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	3.121	1	17	20	2	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.5	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.6	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Negative	mixed negative	1.359	1	2	3	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.7	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	3.492	1	3	4	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.8	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	2.932	1	18	25	1	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.9	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral negative	1.703	1	9	10	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.10	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Negative	mixed negative	1.359	1	2	3	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.11	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	3.492	1	3	4	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.12	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	3.480	1	5	6	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.13	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	2.880	1	7	9	0	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.14	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	2.532	1	38	53	6	
ParlaMint-LV_2022-10-13-PT13-2412-U1-P1.15	ParlaMint-LV_2022-10-13-PT13-2412-U1	s	latvian	Neutral	neutral postive	3.197	1	6	8	1	
