ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-GR_2022-02-01-S1-commons.u1	ParlaMint-GR_2022-02-01-S1-commons	u	Ελληνικά	-	-	-	26	668	756	37	
ParlaMint-GR_2022-02-01-S1-commons.seg1.1	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Θετικό	μικτό θετικό	3.670	1	7	9	0	
ParlaMint-GR_2022-02-01-S1-commons.seg2.1	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Ουδέτερο	ουδέτερα θετικό	2.904	1	48	54	8	
ParlaMint-GR_2022-02-01-S1-commons.seg2.2	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Ουδέτερο	ουδέτερα θετικό	2.854	1	11	12	0	
ParlaMint-GR_2022-02-01-S1-commons.seg3.1	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Θετικό	θετικό	5.211	1	7	10	0	
ParlaMint-GR_2022-02-01-S1-commons.seg3.2	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Θετικό	θετικό	5.672	1	11	13	0	
ParlaMint-GR_2022-02-01-S1-commons.seg3.3	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Θετικό	μικτό θετικό	4.313	1	45	48	2	
ParlaMint-GR_2022-02-01-S1-commons.seg4.1	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Ουδέτερο	ουδέτερα αρνητικό	2.194	1	35	38	1	
ParlaMint-GR_2022-02-01-S1-commons.seg4.2	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Αρνητικό	αρνητικό	0.345	1	20	23	1	
ParlaMint-GR_2022-02-01-S1-commons.seg4.3	ParlaMint-GR_2022-02-01-S1-commons.u1	s	Ελληνικά	Αρνητικό	αρνητικό	0.034	1	39	43	1	
