ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2017-03-20-44.u1	ParlaMint-IS_2017-03-20-44	u	Íslenska	-	-	-	4	73	82	10	
ParlaMint-IS_2017-03-20-44.seg1.1	ParlaMint-IS_2017-03-20-44.u1	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.974	1	7	8	1	
ParlaMint-IS_2017-03-20-44.seg1.2	ParlaMint-IS_2017-03-20-44.u1	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.217	1	18	23	3	
ParlaMint-IS_2017-03-20-44.seg1.3	ParlaMint-IS_2017-03-20-44.u1	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.829	1	17	18	3	
ParlaMint-IS_2017-03-20-44.seg2.1	ParlaMint-IS_2017-03-20-44.u1	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.712	1	31	33	3	
ParlaMint-IS_2017-03-20-44.u2	ParlaMint-IS_2017-03-20-44	u	Íslenska	-	-	-	4	52	58	7	
ParlaMint-IS_2017-03-20-44.seg3.1	ParlaMint-IS_2017-03-20-44.u2	s	Íslenska	Jákvæðni	jákvæðni	4.591	1	19	20	3	
ParlaMint-IS_2017-03-20-44.seg4.1	ParlaMint-IS_2017-03-20-44.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.858	1	7	8	1	
ParlaMint-IS_2017-03-20-44.seg4.2	ParlaMint-IS_2017-03-20-44.u2	s	Íslenska	Neikvæðni	neikvæðini	0.085	1	8	9	0	
ParlaMint-IS_2017-03-20-44.seg4.3	ParlaMint-IS_2017-03-20-44.u2	s	Íslenska	Hlutleysi	jákvætt hlutleysi	2.771	1	18	21	3	
ParlaMint-IS_2017-03-20-44.u67	ParlaMint-IS_2017-03-20-44	u	Íslenska	-	-	-	11	302	318	1	
ParlaMint-IS_2017-03-20-44.seg246.1	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.120	1	2	3	0	
ParlaMint-IS_2017-03-20-44.seg246.2	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Jákvæðni	jákvæðni	4.620	1	24	25	1	
ParlaMint-IS_2017-03-20-44.seg246.3	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.926	1	16	17	0	
ParlaMint-IS_2017-03-20-44.seg246.4	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.744	1	73	75	0	
ParlaMint-IS_2017-03-20-44.seg247.1	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Jákvæðni	jákvæðni	4.812	1	39	40	0	
ParlaMint-IS_2017-03-20-44.seg247.2	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.195	1	20	22	0	
ParlaMint-IS_2017-03-20-44.seg247.3	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Neikvæðni	blönduð neikvæðni	1.191	1	5	6	0	
ParlaMint-IS_2017-03-20-44.seg248.1	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.663	1	56	58	0	
ParlaMint-IS_2017-03-20-44.seg248.2	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Neikvæðni	blönduð neikvæðni	0.697	1	21	24	0	
ParlaMint-IS_2017-03-20-44.seg248.3	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.305	1	12	13	0	
ParlaMint-IS_2017-03-20-44.seg248.4	ParlaMint-IS_2017-03-20-44.u67	s	Íslenska	Hlutleysi	neikvætt hlutleysi	2.247	1	34	35	0	
ParlaMint-IS_2017-03-20-44.u68	ParlaMint-IS_2017-03-20-44	u	Íslenska	-	-	-	13	343	364	1	
ParlaMint-IS_2017-03-20-44.seg249.1	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	jákvæðni	4.788	1	8	9	0	
ParlaMint-IS_2017-03-20-44.seg249.2	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	blönduð jákvæðni	4.415	1	74	76	0	
ParlaMint-IS_2017-03-20-44.seg249.3	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	jákvæðni	5.159	1	3	4	0	
ParlaMint-IS_2017-03-20-44.seg249.4	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	jákvæðni	5.206	1	48	50	1	
ParlaMint-IS_2017-03-20-44.seg249.5	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	jákvæðni	4.756	1	21	23	0	
ParlaMint-IS_2017-03-20-44.seg249.6	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.840	1	18	19	0	
ParlaMint-IS_2017-03-20-44.seg249.7	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.758	1	21	22	0	
ParlaMint-IS_2017-03-20-44.seg249.8	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.269	1	22	23	0	
ParlaMint-IS_2017-03-20-44.seg250.1	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Neikvæðni	neikvæðini	0.371	1	58	62	0	
ParlaMint-IS_2017-03-20-44.seg250.2	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.656	1	28	31	0	
ParlaMint-IS_2017-03-20-44.seg250.3	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Hlutleysi	neikvætt hlutleysi	1.664	1	23	24	0	
ParlaMint-IS_2017-03-20-44.seg250.4	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Jákvæðni	blönduð jákvæðni	3.921	1	4	5	0	
ParlaMint-IS_2017-03-20-44.seg250.5	ParlaMint-IS_2017-03-20-44.u68	s	Íslenska	Hlutleysi	jákvætt hlutleysi	3.125	1	15	16	0	
