Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID	CHES-Name
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.INLK	IN, LK	Indie, Srí Lanka	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MEXXS.1058	MEX, XS	Mexiko, státy Střední Ameriky a Karibiku (Mexiko, Kuba, Kostarika, Guatemala, Salvádor, Honduras, Panama Nikaragua)	2010-12-14	2013-08-28	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XAS	XAS	státy jihovýchodní Asie (Thajsko, Malajsie, Singapur, Kambodža, Myanmar/Barma, Laos)	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XJKSA	XJKSA	státy Střední Asie (Kazachstán, Uzbekistán, Kyrgyzstán, Tádžikistán, Turkmenistán)	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XJVE	XJVE	státy jihovýchodní Evropy (Albánská republika, Bosna a Hercegovina, Černá Hora, Kosovská republika, Makedonská republika)	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XSSA	XSSA	státy severní Afriky (Alžírsko, Egypt, Libye, Tunisko)	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XSV	XSV	státy Středního východu (Kuvajt, Saúdská Arábie, Spojené arabské emiráty, Jordánsko, Sýrie, Jemen, Libanon, Irák, Palestina)	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.RS	RS	Srbská republika	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XBS	XBS	Baltské státy (Estonsko, Litva, Lotyšsko)	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XJA	XJA	státy Jižní Ameriky	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BR	BR	Brazílie	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.EP.1075	E,P	Španělsko, Portugalsko	2011-11-02	2013-08-28	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.CPV.1088	CPV	Kapverdská republika	2012-03-21	2013-08-28	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XSBSA	XSBSA	státy subsaharské Afriky	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.GE	GE	Gruzie	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.GRCY.1184	GRCY	Řecko, Kypr	2014-02-06	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.CL	CL	Chile	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MXXS.1213	MX, XS	státy Střední Ameriky a Karibiku (Kostarika, Guatemala, Salvador, Honduras, Panama, Nikaragua)	2014-02-13	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XSPK.1204	XSPK	Španělské království, Portugalská republika, Kapverdská republika	2014-02-13	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ET.1251	ET	Etiopie	2014-04-30	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ROMD.1260	RO, MD	Rumunsko, Moldavská republika	2014-11-26	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MX	MX	Mexiko	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SC.1262	SC	Seychelská republika	2014-12-12	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ID.1276	ID	Indonésie	2015-04-10	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.PH	PH	Filipínská republika	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.XFR.1280	XFR	Frankofonie	2015-12-09	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SN.1281	SN	Senegalská republika	2016-06-01	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BD.1288	BD	Bangladéš	2017-05-25	2017-10-26	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.NS	NS	Severské státy	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SY.1426	SY	Syrská arabská republika	2018-03-07	2021-10-20	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ES	ES	Španělské království	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ARE	ARE	Spojené arabské emiráty	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.OMN	OMN	Sultanát Omán	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.NPL.1456	NPL	Nepál	2018-04-11	2021-10-20	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.THA	THA	Thajské království	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SA	SA	Saudská Arábie	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.JM.1468	JM	Jamajka	2018-06-12	2021-10-20	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.JO	JO	Jordánské hášimovské království	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.AO.1501	AO	Angola	2019-03-15	2021-10-20	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.QA	QA	Katar	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.AL	AL	Albánská republika	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.IQ	IQ	Irácká republika	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MK	MK	Severní Makedonie	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BH	BH	Bahrajnské království	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MD	MD	Moldavsko	-	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.PE.1516	PE	Peruánská rapublika	2020-02-24	2021-10-20	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ME.1696	ME	Černá Hora	2022-02-21	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.RW.1697	RW	Rwandská republika	2022-02-21	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BH.1698	BH	Bosna a Hercegovina	2022-02-21	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.TZ.1705	TZ	Tanzanie	2022-05-16	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BELU.1709	BE, LU	Belgie, Lucembursko	2022-05-23	2022-10-27	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.GH.1708	GH	Ghana	2022-07-08	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SY.1710	SY	Sýrie	2022-07-18	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MYA.1723	MYA	Republika Myanmarský svaz	2023-03-20	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.RI.1724	RI	Indonéská republika	2023-03-31	-	-	-	-	-
CZ	parliamentaryGroup	parliamentaryGroup.KSCS	KSČS	Komunistická strana Československa	-	-	Krajní levice	https://en.wikipedia.org/wiki/Communist_Party_of_Czechoslovakia	-	-
CZ	parliamentaryGroup	parliamentaryGroup.KDU-CSL	KDU-ČSL	Poslanecký klub KDU-ČSL	-	-	Střed a středo-pravice	https://en.wikipedia.org/wiki/KDU-%C4%8CSL	2104	KDU-CSL
CZ	parliamentaryGroup	parliamentaryGroup.KSCM	KSČM	Poslanecký klub Komunistické strany Čech a Moravy	-	-	Levice a krajní levice	https://en.wikipedia.org/wiki/Communist_Party_of_Bohemia_and_Moravia	2103	KSCM
CZ	parliamentaryGroup	parliamentaryGroup.OF.512	OF	Občanské fórum	1990-06-07	1992-06-04	Všelidová orientace	https://en.wikipedia.org/wiki/Civic_Forum	-	-
CZ	parliamentaryGroup	parliamentaryGroup.OH.515	OH	Občanské hnutí	1990-06-07	1992-06-04	Střed a středo-levice	https://en.wikipedia.org/wiki/Civic_Movement	-	-
CZ	parliamentaryGroup	parliamentaryGroup.SDO.516	SDO	Klub Sociálně demokratické orientace	1990-06-07	1992-06-04	-	https://cs.wikipedia.org/wiki/Klub_poslanců_sociálně_demokratické_orientace	-	-
CZ	parliamentaryGroup	parliamentaryGroup.CSSD.540	ČSSD	ČSSD	1992-06-06	1992-12-31	Středo-levice	https://en.wikipedia.org/wiki/Czech_Social_Democratic_Party	2101	CSSD
CZ	parliamentaryGroup	parliamentaryGroup.CSSD	ČSSD	Poslanecký klub České strany sociálně demokratické	-	-	Středo-levice	https://en.wikipedia.org/wiki/Czech_Social_Democratic_Party	2101	CSSD
CZ	parliamentaryGroup	parliamentaryGroup.KDS.6	KDS	Poslanecký klub Křesťansko demokratické strany	1992-06-06	1996-03-31	Středo-pravice	https://en.wikipedia.org/wiki/Christian_Democratic_Party_(Czech_Republic)	-	-
CZ	parliamentaryGroup	parliamentaryGroup.LB.10	LB	Poslanecký klub Levého bloku	1992-06-06	1996-06-06	-	-	-	-
CZ	parliamentaryGroup	parliamentaryGroup.ODS	ODS	Poslanecký klub Občanské demokratické strany	-	-	Středo-pravice a pravice	https://en.wikipedia.org/wiki/Civic_Democratic_Party_(Czech_Republic)	2102	ODS
CZ	parliamentaryGroup	parliamentaryGroup.VV.867	VV	Poslanecký klub Věci veřejné	2010-05-31	2013-08-28	Středo-pravice	https://en.wikipedia.org/wiki/Public_Affairs_(political_party)	2110	VV
CZ	parliamentaryGroup	parliamentaryGroup.TOP09-S	TOP09-S	Poslanecký klub TOP 09 a Starostové	-	-	Středo-pravice	https://en.wikipedia.org/wiki/TOP_09	2109	TOP09
CZ	parliamentaryGroup	parliamentaryGroup.ANO	ANO	Poslanecký klub ANO 2011	-	-	Střed a středo-pravice	https://en.wikipedia.org/wiki/ANO_2011	2111	ANO2011
CZ	parliamentaryGroup	parliamentaryGroup.Usvit.1111	Úsvit	Poslanecký klub Úsvit - Národní Koalice	2013-11-05	2017-10-26	Krajní pravice	https://en.wikipedia.org/wiki/Dawn_%E2%80%93_National_Coalition	2112	USVIT
CZ	parliamentaryGroup	parliamentaryGroup.Pirati	Piráti	Poslanecký klub České pirátské strany	-	-	Střed a středo-levice	https://en.wikipedia.org/wiki/Czech_Pirate_Party	2114	Pirates
CZ	parliamentaryGroup	parliamentaryGroup.STAN	STAN	Poslanecký klub Starostové a nezávislí	-	-	Střed a středo-pravice	https://en.wikipedia.org/wiki/Mayors_and_Independents	2116	STAN
CZ	parliamentaryGroup	parliamentaryGroup.SPD	SPD	Poslanecký klub Svoboda a přímá demokracie	-	-	Pravice a krajní-pravice	https://en.wikipedia.org/wiki/Freedom_and_Direct_Democracy	2115	SPD
CZ	parliamentaryGroup	parliamentaryGroup.TOP09	TOP09	Poslanecký klub TOP 09	-	-	Středo-pravice	https://en.wikipedia.org/wiki/TOP_09	2109	TOP09
CZ	politicalParty	politicalParty.CSSD	CSSD	Česká strana sociálně demokratická	1900-01-01	-	Středo-levice	https://en.wikipedia.org/wiki/Czech_Social_Democratic_Party	2101	CSSD
CZ	politicalParty	politicalParty.KDU-CSL	KDU-ČSL	Křesťanská a demokratická unie - Československá strana lidová	1900-01-01	-	Střed a středo-pravice	https://en.wikipedia.org/wiki/KDU-%C4%8CSL	2104	KDU-CSL
CZ	politicalParty	politicalParty.KSCM	KSCM	Komunistická strana Čech a Moravy	1900-01-01	-	Levice a krajní levice	https://en.wikipedia.org/wiki/Communist_Party_of_Bohemia_and_Moravia	2103	KSCM
CZ	politicalParty	politicalParty.ODS	ODS	Občanská demokratická strana	1900-01-01	-	Středo-pravice a pravice	https://en.wikipedia.org/wiki/Civic_Democratic_Party_(Czech_Republic)	2102	ODS
CZ	politicalParty	politicalParty.K	K	Koalice	2002-06-15	-	-	-	-	-
CZ	politicalParty	politicalParty.TOP09	TOP09	TOP 09	2010-05-29	-	Středo-pravice	https://en.wikipedia.org/wiki/TOP_09	2109	TOP09
CZ	politicalParty	politicalParty.VV	VV	Věci veřejné	2010-05-29	-	Středo-pravice	https://en.wikipedia.org/wiki/Public_Affairs_(political_party)	2110	VV
CZ	politicalParty	politicalParty.ANO2011	ANO2011	ANO2011	2013-10-26	-	Střed a středo-pravice	https://en.wikipedia.org/wiki/ANO_2011	2111	ANO2011
CZ	politicalParty	politicalParty.Usvit	Usvit	Úsvit přímé demokracie Tomia Okamury	2013-10-26	-	Krajní pravice	https://en.wikipedia.org/wiki/Dawn_%E2%80%93_National_Coalition	2112	USVIT
CZ	politicalParty	politicalParty.Pirati	Piráti	Česká pirátská strana	2017-10-21	-	Střed a středo-levice	https://en.wikipedia.org/wiki/Czech_Pirate_Party	2114	Pirates
CZ	politicalParty	politicalParty.SPD	SPD	Svoboda a prima demokracie - Tomio Okamura	2017-10-21	-	Pravice a krajní-pravice	https://en.wikipedia.org/wiki/Freedom_and_Direct_Democracy	2115	SPD
CZ	politicalParty	politicalParty.STAN	STAN	Starostove a nezavisli	2017-10-21	-	Střed a středo-pravice	https://en.wikipedia.org/wiki/Mayors_and_Independents	2116	STAN
CZ	politicalParty	politicalParty.PirSTAN	PirSTAN	Pirati+STAN	2021-10-09	-	Střed	https://en.wikipedia.org/wiki/Pirates_and_Mayors	-	-
CZ	politicalParty	politicalParty.SPOLU	SPOLU	Spolu	2021-10-09	-	Středo-pravice	https://en.wikipedia.org/wiki/Spolu_(Czech_Republic)	-	-
CZ	institution	presidium.PFNM.434	PFNM	Prezídium Fondu národního majetku České republiky	1993-01-01	2006-01-01	-	-	-	-
CZ	subcommittee	subcommittee.KONT	PRVPK	Podvýbor pro kontrolu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PV	PV	Podvýbor pro vězeňství	-	-	-	-	-	-
CZ	subcommittee	subcommittee.ZS	PZS	Podvýbor pro zpravodajské služby	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PRV	PRV	Podvýbor pro rozvoj venkova	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PD	PD	Podvýbor pro dopravu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.subcommitteeForIndustryAndConstruction	PP	Podvýbor pro průmysl a stavebnictví	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PPL.102	PPL	Podvýbor pro podporu podnikání a legislativní činnost	1998-08-19	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.PH	PHV	Podvýbor pro heraldiku a vexilologii	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PK	PK	Podvýbor pro kulturu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PPCRZ	PPCRZVE	Podvýbor pro prezentaci České republiky v zahraničí a vnější ekonomické vztahy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PVVS	PVVS	Podvýbor pro vědu a vysoké školy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PpM	PpM	Podvýbor pro mládež	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PpS	PŠ	Podvýbor pro školství	-	-	-	-	-	-
CZ	subcommittee	subcommittee.TV	PpTv	Podvýbor pro tělovýchovu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.subcommitteeOnCountrymanRelations	PSK	Podvýbor pro styky s krajany	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PNPUSV	PNPUSV	Podvýbor pro přípravu návrhů na propůjčení nebo udělení státních vyznamenání	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PZ.112	PZ	Podvýbor pro přípr. zák. o zásadách jednání a styku obou komor Parl.	1998-09-17	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.KFT.125	KFT	Podvýbor pro kapitálové a finanční trhy	1998-09-23	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.LEKPOL.120	LEKPOL	Podvýbor pro lékovou politiku a úhradu zdravotní péče	1998-09-23	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.PBP	PBP	Podvýbor pro bytovou politiku	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PPIZSO	PPIZSO	Podvýbor pro investice ve zdravotnictví a sociální oblasti	-	-	-	-	-	-
CZ	subcommittee	subcommittee.REG	PRR	Podvýbor pro regionální rozvoj	-	-	-	-	-	-
CZ	subcommittee	subcommittee.ROD.121	ROD	Podvýbor pro rovné příležitosti a otázky rodiny	1998-09-23	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.VS	PVS	Podvýbor pro veřejnou správu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.ZDRPOS.122	ZDRPOS	Podvýbor pro zdravotně postižené	1998-09-23	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.ZP	POZPK	Podvýbor pro ochranu životního prostředí a krajiny	-	-	-	-	-	-
CZ	subcommittee	subcommittee.ZJR	PJŘ	Podvýbor pro přípravu novely zákona o jednacím řádu Poslanecké sněmovny	-	-	-	-	-	-
CZ	subcommittee	subcommittee.ISCP.128	ISCP	Podvýbor pro integrovaný záchranný systém a civilní nouzové plánování	1998-09-30	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.LPS.131	LPS	Podvýbor pro aplikaci Listiny základních práv a svobod	1998-10-01	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.NAR.130	NAR	Podvýbor pro národnosti	1998-10-01	2002-06-20	-	-	-	-
CZ	subcommittee	subcommittee.MEL	PpML	Podvýbor pro mediální legislativu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PLVH	PLVH	Podvýbor pro lesní a vodní hospodářství	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PVPC	PVPC	Podvýbor pro potravinářství a veterinární činnost	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PIZS	PIZS	Podvýbor pro integrovaný záchranný systém a pro prevenci kriminality	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PPACR.644	PPACR	Podvýbor pro profesionalizaci AČR	2002-08-06	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.POP.643	POP	Podvýbor pro obecní policii	2002-08-06	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PPNM	PNM	Podvýbor pro národnostní menšiny	-	-	-	-	-	-
CZ	subcommittee	subcommittee.POOSOT.637	POOSOT	Podvýbor pro obchod, ochranu spotřebitele a ochranu trhu	2002-08-08	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PPMSP.639	PPMSP	Podvýbor pro podporu malého a středního podnikání	2002-08-08	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PEOZSP.672	PEOZSP	Podvýbor pro etické otázky ve zdravotnictví a v sociální péči	2002-09-19	2004-06-22	-	-	-	-
CZ	subcommittee	subcommittee.PISOZRV.668	PISOZRV	Podvýbor pro informatiku v sociální oblasti a zdravotnictví a pro racionální vedení zdravotnické dokumentace	2002-09-19	2004-05-31	-	-	-	-
CZ	subcommittee	subcommittee.PKZLPUZ.664	PKZLPUZ	Podvýbor pro koncepci zdravotnictví, lékovou politiku, úhradu zdravotní péče a pro zdravotnickou informatiku	2002-09-19	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.POSOS.667	POSOS	Podvýbor pro otázky sociálně ohrožených skupin	2002-09-19	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PPDT.669	PPDT	Podvýbor pro problematiku drog a toxikománie	2002-09-19	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PPS	PPS	Podvýbor pro regionální a přeshraniční spolupráci	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PRDS.671	PRDS	Podvýbor pro reformu důchodového systému a reformu nemocenského pojištění	2002-09-19	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PVEV	PVEV	Podvýbor pro vnější ekonomické vztahy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PZPOSPS.670	PZPOSPS	Podvýbor pro zdravotně postižené a občany se sníženou pracovní schopností	2002-09-19	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PISVS.674	PISVS	Podvýbor pro informační systémy ve veřejné správě	2002-11-08	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PPK	PPK	Podvýbor pro problematiku korupce	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PFHUSVF	PFHÚSVF	Podvýbor pro finanční hospodaření územních samospráv a pro využívání fondů Evropské unie	-	-	-	-	-	-
CZ	subcommittee	subcommittee.FP	PF	Finanční podvýbor	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PPJ	PJ	Podvýbor pro justici	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PMRVZ	PMRVZC	Podvýbor pro myslivost, rybářství, včelařství, zahrádkářství a chovatelství	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PSAFAU	PSAFAU	Podvýbor pro státní aktiva a pasiva a činnost Finančně analytického útvaru	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PVLK.734	PVLK	Podvýbor pro letectví a kosmonautiku	2005-01-26	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.Pisigik.737	Pisigik	Podvýbor pro informační společnost, informační gramotnost a informační a komunikační technologie	2005-03-02	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PVKM.739	PVKM	Podvýbor pro kriminalitu mládeže	2005-03-31	2006-06-15	-	-	-	-
CZ	subcommittee	subcommittee.PKML.775	PKML	Podvýbor pro kulturu a mediální legislativu	2006-09-27	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PM	PM	Podvýbor pro mládež a sport	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PFPZP	PFŽP	Podvýbor pro financování péče o životní prostředí	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PKOVM.784	PKOVM	Podvýbor pro kontrolu obchodu s vojenským materiálem	2006-10-04	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PKPUR.785	PKPÚR	Podvýbor pro kontrolu plnění úkolů reformy AČR	2006-10-04	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.POPK	POPK	Podvýbor pro ochranu přírody a krajiny	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PSO	PSO	Podvýbor pro suroviny, odpady, obnovitelné zdroje a ochranu klimatu	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PDR.851	PDR	Podvýbor pro důchodovou reformu	2006-10-05	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PEZ	PEZ	Podvýbor pro elektronizaci ve zdravotnictví	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PISO.781	PISO	Podvýbor pro investice v sociální oblasti	2006-10-05	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.POFSR.778	POFSR	Podvýbor pro oblasti financované ze státního rozpočtu - výzkum, investice, dotace	2006-10-05	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PPCOZ.779	PPCOZ	Podvýbor pro problematiku civilizačních onemocnění a závislostí	2006-10-05	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PZPSVS.780	PZPSVS	Podvýbor pro zdravotně postižené a sociálně vyloučené skupiny	2006-10-05	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PPP	PP	Podvýbor pro podnikatelské prostředí	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PRRVFEU.787	PRRVFEU	Podvýbor pro regionální rozvoj a využívání fondů EU	2006-10-31	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PVSIS	PVSIS	Podvýbor pro veřejnou správu a informační systémy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PK.789	PK	Podvýbor pro krajany	2006-10-31	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PKS.793	PKS	Podvýbor pro kontrolní systémy	2006-11-09	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PL.794	PL	Podvýbor pro legislativu	2006-11-09	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PVKHVS	KHVS	Podvýbor pro kontrolu hospodaření veřejného sektoru	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PCPREU.822	PČPREU	Podvýbor pro české předsednictví Rady EU	2006-11-16	2010-01-14	-	-	-	-
CZ	subcommittee	subcommittee.PEF	PEF	Podvýbor pro evropské fondy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PCDCS.829	PČDCS	Podvýbor pro činnost daňové a celní správy	2006-12-01	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PFTL.830	PFTL	Podvýbor pro finanční trhy a loterie	2006-12-01	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PSK.859	PSK	Podvýbor pro strategie a koncepce	2006-12-07	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PKPFACR.853	PKPFAČR	Podvýbor pro kontrolu programového financování AČR	2007-01-10	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.POS	POS	Podvýbor pro ochranu spotřebitele	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PVVLK	PVVLK	Podvýbor pro vědu, výzkum, letectví a kosmonautiku	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PE	PE	Podvýbor pro energetiku	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PLP	PLP	Podvýbor pro legislativní podněty veřejného ochránce práv a Evropský soud pro lidská práva	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PVL.914	PVL	Podvýbor pro volební legislativu	2007-05-03	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.POMP.923	POMP	Podvýbor pro obecní a městské policie	2008-03-19	2010-06-03	-	-	-	-
CZ	subcommittee	subcommittee.PBPFT	PBPFT	Podvýbor pro bankovnictví, pojišťovnictví a finanční trhy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PDCL	PDCL	Podvýbor pro daně, cla a loterie	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PFUSVPE	PFMSPEU	Podvýbor pro financování územních samospráv a využívání prostředků Evropské unie	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PCR	PCR	Podvýbor pro cestovní ruch	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PLKS	PLKS	Podvýbor pro legislativu a kontrolní systémy	-	-	-	-	-	-
CZ	subcommittee	subcommittee.PLVHP.983	PLVHP	Podvýbor pro lesní a vodní hospodářství a potravinářství	2010-09-08	2013-08-28	-	-	-	-
CZ	subcommittee	subcommittee.PRS	PRS	Podvýbor pro regionální školství	-	-	-	-	-	-
