ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05	u	Slovenian	Neutral	neutral negative	2.180	8	148	179	25	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg1.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Positive	mixed positive	4.079	1	9	11	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg2.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Neutral	neutral positive	3.302	1	7	8	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg3.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Neutral	neutral negative	1.722	1	76	95	18	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg4.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Positive	positive	4.512	1	4	5	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg5.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Neutral	neutral positive	3.169	1	3	4	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg5.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Neutral	neutral positive	2.711	1	19	21	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg6.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Neutral	neutral positive	3.051	1	9	10	2	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg6.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u1	s	Slovenian	Neutral	neutral positive	2.993	1	21	25	3	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05	u	Slovenian	Neutral	neutral positive	3.440	7	134	152	16	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg7.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Positive	mixed positive	3.888	1	7	9	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg7.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Positive	mixed positive	3.721	1	4	5	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg8.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Neutral	neutral positive	2.982	1	34	38	5	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg8.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Neutral	neutral positive	2.657	1	24	28	5	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg8.3	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Neutral	neutral positive	2.894	1	29	32	3	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg8.4	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Neutral	neutral positive	2.851	1	34	37	3	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg8.5	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u2	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	ParlaMint-SI_2015-03-06-SDZ7-Redna-05	u	Slovenian	Negative	negative	0.180	20	493	554	15	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg564.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Positive	mixed positive	3.545	1	6	9	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg565.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	1.482	1	29	31	2	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg565.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	1.452	1	26	29	2	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg565.3	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	1.411	1	13	15	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg565.4	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral negative	2.083	1	30	34	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg565.5	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral positive	2.830	1	16	18	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg565.6	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral positive	2.860	1	39	45	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg566.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral negative	1.687	1	8	9	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg566.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral positive	3.053	1	25	27	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg566.3	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral positive	2.961	1	17	21	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg566.4	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Positive	mixed positive	3.653	1	39	46	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg567.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	1.051	1	35	37	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg567.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral negative	1.602	1	23	25	3	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg567.3	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral negative	2.273	1	15	16	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg567.4	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral positive	2.680	1	23	26	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg568.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	0.805	1	29	33	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg568.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	0.735	1	32	37	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg568.3	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral positive	2.885	1	28	29	2	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg568.4	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Negative	mixed negative	1.031	1	35	38	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg569.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u160	s	Slovenian	Neutral	neutral negative	1.702	1	25	29	2	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	ParlaMint-SI_2015-03-06-SDZ7-Redna-05	u	Slovenian	Positive	mixed positive	3.670	11	143	165	4	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg570.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	3.226	1	7	8	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg571.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	3.057	1	22	24	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg572.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	3.082	1	10	11	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg572.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	3.325	1	3	4	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg572.3	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	2.547	1	1	2	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg573.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral negative	2.330	1	8	10	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg573.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	2.883	1	20	23	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg574.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	3.188	1	7	8	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg575.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Positive	mixed positive	3.926	1	17	20	0	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg575.2	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Positive	mixed positive	3.977	1	31	36	1	
ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.seg576.1	ParlaMint-SI_2015-03-06-SDZ7-Redna-05.ana.u161	s	Slovenian	Neutral	neutral positive	2.884	1	17	19	1	
