Country	PersonID	Role	From	To	GovtTermID	MinistryID	Name-xx	Name-en	URL	Comment
SI	ErjavecKarlViktor	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	ErjavecKarlViktor	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	MramorDušan	minister	2014-09-18	2016-07-14	GOV.12	-	-	Minister	-	-
SI	PeršakAnton	minister	2016-05-20	2018-09-13	GOV.12	-	-	Minister	-	-
SI	VeberJanko	minister	2014-09-18	2016-07-14	GOV.12	-	-	Minister	-	-
SI	VizjakAndrej	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	BratušekAlenka	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	SimonitiVasko	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	ČernačZvonko	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	ŠirceljAndrej	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	BizjakMlakarJulijana	minister	2014-09-18	2016-04-24	GOV.12	-	-	Minister	-	-
SI	GašperšičPeter	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	KlemenčičGoran	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	KopačMrakAnja	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	ŽidanDejan	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	GantarTomaž	minister	2020-03-13	2020-12-18	GOV.14	-	-	Minister	-	-
SI	HojsAleš	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	PikaloJernej	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	ToninMatej	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	ŽmavcGorazd	minister	2016-04-25	2016-05-19	GOV.12	-	-	Minister	-	-
SI	ŽmavcGorazd	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	BulcVioleta	minister	2014-09-18	2014-10-29	GOV.12	-	-	Minister	-	-
SI	CerarMiro	minister	2015-03-13	2015-03-26	GOV.12	-	-	Minister	-	-
SI	CerarMiro	minister	2015-04-09	2015-05-12	GOV.12	-	-	Minister	-	-
SI	CerarMiro	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	GyörkösŽnidarVesna	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	KatičAndreja	minister	2015-05-13	2018-09-13	GOV.12	-	-	Minister	-	-
SI	KatičAndreja	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	KlampferKsenija	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	KolarCelarcMarijaMilojka	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	KoprivnikarBoris	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	KozlovičLilijana	minister	2020-03-13	2021-05-27	GOV.14	-	-	Minister	-	-
SI	KustecLipicerSimona	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	LebenJure	minister	2018-09-13	2019-03-20	GOV.13	-	-	Minister	-	-
SI	LogarAnže	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	MajcenIrena	minister	2014-09-18	2018-09-13	GOV.12	-	-	Minister	-	-
SI	MakovecBrenčičMaja	minister	2015-05-13	2018-09-13	GOV.12	-	-	Minister	-	-
SI	MarkežKlavdija	minister	2015-02-27	2015-04-08	GOV.12	-	-	Minister	-	-
SI	PetrovičJožef	minister	2014-09-18	2014-10-28	GOV.12	-	-	Minister	-	-
SI	PočivalšekZdravko	minister	2014-12-04	2018-09-13	GOV.12	-	-	Minister	-	-
SI	PočivalšekZdravko	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	PočivalšekZdravko	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	SetnikarCankarStanka	minister	2014-09-18	2015-03-12	GOV.12	-	-	Minister	-	-
SI	SmerkoljAlenka	minister	2014-11-19	2018-09-13	GOV.12	-	-	Minister	-	-
SI	VraničarErmanMateja	minister	2016-09-21	2018-09-13	GOV.12	-	-	Minister	-	-
SI	VrtovecJernej	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	ZajcSimon	minister	2019-03-27	2020-03-13	GOV.13	-	-	Minister	-	-
SI	AndrijaničMarkBoris	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	BandelliMarko	minister	2018-09-13	2018-11-19	GOV.13	-	-	Minister	-	-
SI	BertonceljAndrej	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	CiglerKraljJanez	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	DikaučičMarjan	minister	2021-06-15	2022-06-01	GOV.14	-	-	Minister	-	-
SI	FakinSamo	minister	2018-09-13	2019-03-20	GOV.13	-	-	Minister	-	-
SI	JaklitschHelena	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	KoritnikBoštjan	minister	2020-03-13	2022-06-01	GOV.14	-	-	Minister	-	-
SI	MedvedRudi	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	MlinarAngelika	minister	2019-12-19	2020-03-13	GOV.13	-	-	Minister	-	-
SI	PivecAleksandra	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	PivecAleksandra	minister	2020-03-13	2020-10-14	GOV.14	-	-	Minister	-	-
SI	PodgoršekJože	minister	2020-10-15	2022-06-01	GOV.14	-	-	Minister	-	-
SI	PoklukarBoštjan	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
SI	PoklukarJanez	minister	2021-02-23	2022-06-01	GOV.14	-	-	Minister	-	-
SI	PozničZoran	minister	2019-03-08	2020-03-13	GOV.13	-	-	Minister	-	-
SI	PrešičekDejan	minister	2018-09-13	2019-01-29	GOV.13	-	-	Minister	-	-
SI	PuričIztok	minister	2018-12-19	2019-10-01	GOV.13	-	-	Minister	-	-
SI	ČesnikPeterJožef	minister	2018-09-13	2020-03-13	GOV.13	-	-	Minister	-	-
