Country	PersonID	Role	From	To	GovtTermID	MinistryID	orgName-xx	orgName-en	URL	Comment
GB	LiamFox	minister	2016-07-13	2019-07-24	May’s government	-	Department of State for International Trade	Department of State for International Trade	https://en.wikipedia.org/wiki/Secretary_of_State_for_International_Trade#List_of_secretaries_of_state	-
GB	LizTruss	minister	2019-07-25	2021-09-15	Johnson’s government	-	Department of State for International Trade	Department of State for International Trade	-	-
GB	AnneMarieTrevelyan	minister	2021-09-16	2022-09-06	Johnson’s government	-	Department of State for International Trade	Department of State for International Trade	-	-
GB	KemiBadenoch	minister	2022-09-06	2023-02-07	Truss’ government	-	Department of State for International Trade	Department of State for International Trade	-	-
GB	KemiBadenoch	minister	2023-02-08	-	Sunak’s government	-	Department of State for Business and Trade	Department of State for Business and Trade	-	-
GB	SajidJavid	minister	2014-04-09	2015-05-11	Cameron’s government	-	Department of State for Culture, Media and Sport	Department of State for Culture, Media and Sport	https://en.wikipedia.org/wiki/Secretary_of_State_for_Culture,_Media_and_Sport	-
GB	JohnWhittingdale	minister	2015-05-12	2016-07-14	Cameron’s government	-	Department of State for Culture, Media and Sport	Department of State for Culture, Media and Sport	-	-
GB	KarenBradley	minister	2016-07-15	2017-07-03	May’s government	-	Department of State for Culture, Media and Sport	Department of State for Culture, Media and Sport	-	-
GB	KarenBradley	minister	2017-07-04	2018-01-08	May’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	MatthewHancock	minister	2018-01-09	2018-07-08	May’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	JeremyWright	minister	2018-07-09	2019-07-24	May’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	NickyMorgan	minister	2019-07-25	2020-02-13	Johnson’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	OliverDowden	minister	2020-02-14	2021-09-15	Johnson’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	NadineDorries	minister	2021-09-16	2022-09-06	Johnson’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	MichelleDonelan	minister	2022-09-07	2023-02-07	Sunak’s government	-	Department of State for Digital, Culture, Media and Sport	Department of State for Digital, Culture, Media and Sport	-	-
GB	LucyLeighFrazer	minister	2023-02-08	-	Sunak’s government	-	Department of State for Culture, Media and Sport	Department of State for Culture, Media and Sport	-	-
GB	NickyMorgan	minister	2014-07-15	2016-07-13	Cameron’s government	-	Department of State for Education	Department of State for Education	https://en.wikipedia.org/wiki/Secretary_of_State_for_Education	-
GB	JustineGreening	minister	2016-07-15	2018-01-08	May’s government	-	Department of State for Education	Department of State for Education	-	-
GB	DamianHinds	minister	2018-01-09	2019-07-24	May’s government	-	Department of State for Education	Department of State for Education	-	-
GB	GavinWilliamson	minister	2019-07-25	2021-09-15	Johnson’s government	-	Department of State for Education	Department of State for Education	-	-
GB	NadhimZahawi	minister	2021-09-16	2022-07-05	Johnson’s government	-	Department of State for Education	Department of State for Education	-	-
GB	MichelleDonelan	minister	2022-07-06	2022-07-07	Johnson’s government	-	Department of State for Education	Department of State for Education	-	-
GB	JamesCleverly	minister	2022-07-08	2022-09-06	Johnson’s government	-	Department of State for Education	Department of State for Education	-	-
GB	ChristopherMalthouse	minister	2022-09-07	2022-10-25	Truss’ government	-	Department of State for Education	Department of State for Education	-	-
GB	GillianKeegan	minister	2022-10-26	-	Sunak’s government	-	Department of State for Education	Department of State for Education	-	-
GB	EdwardDavey	minister	2012-02-03	2015-05-08	Cameron’s government	-	Department of State for Energy and Climate Change	Department of State for Energy and Climate Change	https://en.wikipedia.org/wiki/Secretary_of_State_for_Business_and_Trade	-
GB	AmberRudd	minister	2015-05-11	2016-07-14	Cameron’s government	-	Department of State for Energy and Climate Change	Department of State for Energy and Climate Change	-	-
GB	GregClark	minister	2016-07-15	2019-07-24	May’s government	-	Department of State for Business, Energy and Industrial Strategy	Department of State for Business, Energy and Industrial Strategy	-	-
GB	AndreaLeadson	minister	2019-07-25	2020-02-13	Johnson’s government	-	Department of State for Business, Energy and Industrial Strategy	Department of State for Business, Energy and Industrial Strategy	-	-
GB	AlokSharma	minister	2020-02-14	2021-01-08	Johnson’s government	-	Department of State for Business, Energy and Industrial Strategy	Department of State for Business, Energy and Industrial Strategy	-	-
GB	KwasiKwarteng	minister	2021-01-09	2022-09-06	Johnson’s government	-	Department of State for Business, Energy and Industrial Strategy	Department of State for Business, Energy and Industrial Strategy	-	-
GB	JacobReesMogg	minister	2022-09-07	2022-10-25	Truss’ government	-	Department of State for Business, Energy and Industrial Strategy	Department of State for Business, Energy and Industrial Strategy	-	-
