ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-PL_2020-01-17-senat-03-3.u1	ParlaMint-PL_2020-01-17-senat-03-3	u	Polski	-	-	-	24	386	450	21	
seg971932.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	4.041	1	5	6	0	
seg971933.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	4.049	1	2	3	0	
seg971934.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	3.760	1	25	28	1	
seg971935.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	4.039	1	16	18	1	
seg971935.2	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.333	1	12	13	0	
seg971935.3	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.023	1	25	29	1	
seg971935.4	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	2.748	1	21	22	0	
seg971935.5	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.235	1	8	9	0	
seg971935.6	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	2.767	1	39	47	2	
seg971935.7	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.143	1	32	37	2	
seg971935.8	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	2.791	1	19	25	1	
seg971935.9	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.039	1	22	24	1	
seg971935.10	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	3.579	1	12	13	1	
seg971935.11	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.060	1	25	29	2	
seg971935.12	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.117	1	5	6	0	
seg971936.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	3.870	1	23	28	0	
seg971936.2	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.204	1	1	1	0	
seg971936.3	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	2.623	1	3	4	0	
seg971936.4	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	4.365	1	16	21	0	
seg971937.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	3.912	1	17	19	1	
seg971938.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	4.396	1	13	15	3	
seg971939.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Pozytywny	pozytywny mieszany	3.539	1	8	10	1	
seg971939.2	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.250	1	14	17	0	
seg971940.1	ParlaMint-PL_2020-01-17-senat-03-3.u1	s	Polski	Neutralny	neutralny pozytywny	3.459	1	23	26	4	
ParlaMint-PL_2020-01-17-senat-03-3.u2	ParlaMint-PL_2020-01-17-senat-03-3	u	Polski	-	-	-	29	357	410	31	
seg971941.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny	4.600	1	1	2	0	
seg971942.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	3.980	1	2	3	0	
seg971942.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	4.444	1	2	3	1	
seg971942.3	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	3.778	1	4	6	1	
seg971943.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny negatywny	2.450	1	18	19	2	
seg971944.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.027	1	21	24	2	
seg971944.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.123	1	10	11	0	
seg971944.3	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.266	1	11	12	0	
seg971944.4	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.421	1	5	6	0	
seg971944.5	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.187	1	19	21	1	
seg971945.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny pozytywny	2.756	1	18	19	3	
seg971945.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny pozytywny	3.485	1	17	21	0	
seg971945.3	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny negatywny	1.895	1	19	21	1	
seg971946.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	3.802	1	1	2	0	
seg971947.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	3.552	1	3	5	0	
seg971947.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny pozytywny	3.273	1	10	12	0	
seg971948.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny pozytywny	3.355	1	9	12	1	
seg971949.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	4.431	1	9	11	2	
seg971950.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny mieszany	3.512	1	20	23	2	
seg971951.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.073	1	21	23	1	
seg971951.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	-0.032	1	15	17	0	
seg971952.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny	5.023	1	21	23	1	
seg971952.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny	5.488	1	13	15	0	
seg971952.3	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny pozytywny	3.409	1	8	9	3	
seg971953.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.199	1	25	26	1	
seg971953.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Negatywny	negatywny	0.277	1	16	19	3	
seg971954.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny	5.100	1	27	28	4	
seg971955.1	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Neutralny	neutralny pozytywny	3.339	1	10	14	2	
seg971955.2	ParlaMint-PL_2020-01-17-senat-03-3.u2	s	Polski	Pozytywny	pozytywny	4.871	1	2	3	0	
ParlaMint-PL_2020-01-17-senat-03-3.u223	ParlaMint-PL_2020-01-17-senat-03-3	u	Polski	-	-	-	13	193	227	14	
seg973674.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Pozytywny	pozytywny mieszany	3.980	1	2	3	0	
seg973674.2	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Pozytywny	pozytywny mieszany	4.444	1	2	3	1	
seg973675.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Neutralny	neutralny negatywny	1.814	1	20	22	1	
seg973676.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Neutralny	neutralny pozytywny	2.646	1	16	19	2	
seg973677.1	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Negatywny	negatywny	0.185	1	25	29	3	
seg973677.2	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Negatywny	negatywny mieszany	0.627	1	17	20	2	
seg973677.3	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Negatywny	negatywny mieszany	0.835	1	21	26	1	
seg973677.4	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Neutralny	neutralny negatywny	1.627	1	19	22	0	
seg973677.5	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Pozytywny	pozytywny mieszany	3.949	1	30	36	2	
seg973677.6	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Negatywny	negatywny	0.229	1	18	20	1	
seg973677.7	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Neutralny	neutralny pozytywny	3.266	1	16	18	1	
seg973677.8	ParlaMint-PL_2020-01-17-senat-03-3.u223	s	Polski	Pozytywny	pozytywny mieszany	4.241	1	5	6	0	
