ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1	u	italiano	-	-	-	1	6	9	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg1.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u1	s	italiano	Positive	mixed positive	3.646	1	6	9	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1	u	italiano	-	-	-	42	1302	1419	15	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg2.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	4.038	1	64	71	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg3.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	3.878	1	35	36	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg4.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	3.747	1	34	36	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg4.2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	mixed negative	0.533	1	32	33	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg4.3	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	mixed negative	0.884	1	14	16	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg4.4	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	3.721	1	27	29	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg5.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	negative	0.402	1	32	36	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg5.2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	negative	0.050	1	36	41	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg6.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	negative	0.002	1	30	33	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg6.2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	negative	0.196	1	27	28	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg7.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	mixed negative	0.595	1	49	53	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg8.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	mixed negative	0.583	1	59	65	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg8.2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	negative	0.082	1	10	12	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg9.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	positive	4.558	1	58	61	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg9.2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	negative	0.017	1	28	30	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg9.3	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Negative	mixed negative	0.816	1	33	34	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg10.1	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	3.799	1	24	25	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg10.2	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	3.962	1	8	9	0	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg10.3	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	4.067	1	16	17	1	
ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.seg10.4	ParlaMint-IT_2018-03-23-LEG18-Senato-sed-1.ana.u2	s	italiano	Positive	mixed positive	3.743	1	18	21	0	
