ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-BA_2006-07-07-0.u6148	ParlaMint-BA_2006-07-07-0	u	bosanski	-	-	-	47	902	978	85	
ParlaMint-BA_2006-07-07-0.u6148.seg0.1	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	positive	4.543	1	13	14	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.2	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.926	1	23	26	0	
ParlaMint-BA_2006-07-07-0.u6148.seg0.3	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral negative	2.124	1	9	11	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.4	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.136	1	50	54	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.5	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.780	1	24	26	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.6	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.808	1	23	24	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.7	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.603	1	32	34	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.8	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.601	1	36	38	5	
ParlaMint-BA_2006-07-07-0.u6148.seg0.9	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.657	1	27	29	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.10	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.629	1	29	30	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.11	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.756	1	7	9	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.12	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.026	1	23	24	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.13	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.291	1	4	5	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.14	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.035	1	20	21	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.15	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.377	1	5	6	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.16	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.079	1	14	16	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.17	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.337	1	12	14	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.18	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.383	1	10	12	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.19	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.514	1	10	11	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.20	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral negative	1.603	1	26	27	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.21	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.614	1	37	40	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.22	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.916	1	31	33	5	
ParlaMint-BA_2006-07-07-0.u6148.seg0.23	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.666	1	20	21	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.24	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.148	1	30	33	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.25	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.821	1	19	21	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.26	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.210	1	49	50	5	
ParlaMint-BA_2006-07-07-0.u6148.seg0.27	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.676	1	17	18	3	
ParlaMint-BA_2006-07-07-0.u6148.seg0.28	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.981	1	63	66	7	
ParlaMint-BA_2006-07-07-0.u6148.seg0.29	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.450	1	17	19	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.30	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.594	1	10	11	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.31	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.003	1	22	23	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.32	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.972	1	22	23	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.33	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.244	1	4	5	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.34	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.965	1	21	22	2	
ParlaMint-BA_2006-07-07-0.u6148.seg0.35	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.279	1	5	6	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.36	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.992	1	37	40	4	
ParlaMint-BA_2006-07-07-0.u6148.seg0.37	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.656	1	6	7	0	
ParlaMint-BA_2006-07-07-0.u6148.seg0.38	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.485	1	6	7	0	
ParlaMint-BA_2006-07-07-0.u6148.seg0.39	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.273	1	5	6	0	
ParlaMint-BA_2006-07-07-0.u6148.seg0.40	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Positive	mixed positive	3.876	1	12	13	0	
ParlaMint-BA_2006-07-07-0.u6148.seg0.41	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral negative	2.279	1	10	10	0	
ParlaMint-BA_2006-07-07-0.u6148.seg0.42	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.372	1	3	4	1	
ParlaMint-BA_2006-07-07-0.u6148.seg0.43	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.360	1	18	20	0	
ParlaMint-BA_2006-07-07-0.u6148.seg1.1	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral negative	1.634	1	11	13	0	
ParlaMint-BA_2006-07-07-0.u6148.seg1.2	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	2.906	1	5	6	0	
ParlaMint-BA_2006-07-07-0.u6148.seg1.3	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.122	1	7	9	0	
ParlaMint-BA_2006-07-07-0.u6148.seg1.4	ParlaMint-BA_2006-07-07-0.u6148	s	bosanski	Neutral	neutral postive	3.273	1	18	21	1	
ParlaMint-BA_2006-07-07-0.u6152	ParlaMint-BA_2006-07-07-0	u	bosanski	-	-	-	6	244	264	18	
ParlaMint-BA_2006-07-07-0.u6152.seg0.1	ParlaMint-BA_2006-07-07-0.u6152	s	bosanski	Positive	mixed positive	4.252	1	37	41	3	
ParlaMint-BA_2006-07-07-0.u6152.seg0.2	ParlaMint-BA_2006-07-07-0.u6152	s	bosanski	Neutral	neutral negative	1.723	1	62	66	6	
ParlaMint-BA_2006-07-07-0.u6152.seg0.3	ParlaMint-BA_2006-07-07-0.u6152	s	bosanski	Neutral	neutral postive	3.290	1	8	9	1	
ParlaMint-BA_2006-07-07-0.u6152.seg0.4	ParlaMint-BA_2006-07-07-0.u6152	s	bosanski	Positive	mixed positive	3.667	1	50	54	4	
ParlaMint-BA_2006-07-07-0.u6152.seg0.5	ParlaMint-BA_2006-07-07-0.u6152	s	bosanski	Negative	mixed negative	0.819	1	86	92	4	
ParlaMint-BA_2006-07-07-0.u6152.seg0.6	ParlaMint-BA_2006-07-07-0.u6152	s	bosanski	Positive	positive	4.511	1	1	2	0	
ParlaMint-BA_2006-07-07-0.u6206	ParlaMint-BA_2006-07-07-0	u	bosanski	-	-	-	26	530	600	9	
ParlaMint-BA_2006-07-07-0.u6206.seg0.1	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	mixed positive	3.852	1	24	27	2	
ParlaMint-BA_2006-07-07-0.u6206.seg0.2	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	mixed negative	0.759	1	5	6	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.3	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.061	1	21	23	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.4	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.037	1	30	31	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.5	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral postive	3.041	1	6	7	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.6	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral postive	3.133	1	10	12	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.7	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	mixed positive	4.309	1	70	78	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.8	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	mixed negative	0.883	1	14	16	1	
ParlaMint-BA_2006-07-07-0.u6206.seg0.9	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	mixed negative	0.914	1	23	26	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.10	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral postive	2.536	1	4	5	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.11	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	mixed positive	4.179	1	2	4	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.12	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	mixed positive	3.573	1	43	48	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.13	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	mixed positive	4.011	1	32	36	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.14	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral negative	2.297	1	10	12	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.15	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral negative	1.695	1	1	2	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.16	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.119	1	8	9	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.17	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral postive	3.363	1	5	7	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.18	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.142	1	24	27	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.19	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	positive	5.217	1	22	25	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.20	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.037	1	46	53	2	
ParlaMint-BA_2006-07-07-0.u6206.seg0.21	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.169	1	35	38	2	
ParlaMint-BA_2006-07-07-0.u6206.seg0.22	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.142	1	3	4	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.23	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Negative	negative	0.026	1	71	78	2	
ParlaMint-BA_2006-07-07-0.u6206.seg0.24	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Neutral	neutral negative	2.162	1	5	7	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.25	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	positive	4.635	1	15	17	0	
ParlaMint-BA_2006-07-07-0.u6206.seg0.26	ParlaMint-BA_2006-07-07-0.u6206	s	bosanski	Positive	positive	4.511	1	1	2	0	
ParlaMint-BA_2006-07-07-0.u6207	ParlaMint-BA_2006-07-07-0	u	bosanski	-	-	-	14	130	149	9	
ParlaMint-BA_2006-07-07-0.u6207.seg0.1	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Positive	mixed positive	4.494	1	4	5	1	
ParlaMint-BA_2006-07-07-0.u6207.seg0.2	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Positive	mixed positive	3.601	1	23	26	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.1	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Positive	mixed positive	3.836	1	24	27	1	
ParlaMint-BA_2006-07-07-0.u6207.seg1.2	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	3.173	1	27	28	2	
ParlaMint-BA_2006-07-07-0.u6207.seg1.3	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	3.372	1	3	4	1	
ParlaMint-BA_2006-07-07-0.u6207.seg1.4	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	3.252	1	3	4	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.5	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Positive	mixed positive	3.934	1	3	4	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.6	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	3.215	1	1	2	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.7	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	2.568	1	1	2	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.8	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	2.876	1	1	2	1	
ParlaMint-BA_2006-07-07-0.u6207.seg1.9	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Positive	mixed positive	4.281	1	7	8	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.10	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	3.074	1	9	12	0	
ParlaMint-BA_2006-07-07-0.u6207.seg1.11	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	2.965	1	21	22	2	
ParlaMint-BA_2006-07-07-0.u6207.seg1.12	ParlaMint-BA_2006-07-07-0.u6207	s	bosanski	Neutral	neutral postive	3.466	1	3	3	1	
